@RELATION 'Music feature'
%rows=4
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE 'Spectral flatness measure' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.6267947,0.8632217,0.7580807,0.7107566,2075
0.9040664,0.7976525,0.8847199,0.81874,2076
0.90340966,0.67446417,0.8063566,0.7752774,2077
0.780819,0.8263761,0.80933493,0.76047873,2078
0.83898,0.7741671,0.8936779,0.79337734,2079
0.76983976,0.7177707,0.7987819,0.8036453,2080
0.81997573,0.9467171,0.86576027,0.8330336,2081
0.71456045,0.93391657,0.7595425,0.7469905,2082
0.9002266,0.7693976,0.8983115,0.8164467,2083
0.9778189,0.6725046,0.8184754,0.8552579,2084
0.93569237,0.7089045,0.73965174,0.8700322,2085
0.715874,0.7784719,0.7928104,0.7804833,2086
0.8136243,0.8904102,0.8614952,0.82848716,2087
0.8532633,0.8191316,0.7465442,0.8540315,2088
0.8902756,0.9203292,0.848988,0.8252565,2089
0.871871,0.6910914,0.8962527,0.8494906,2090
0.8681891,0.7731618,0.8484205,0.87820584,2091
0.8527554,0.92276007,0.91853535,0.7860808,2092
0.712623,0.61537933,0.8208527,0.8888593,2093
0.89196527,0.83041316,0.8474339,0.8256676,2094
0.90019834,0.81667805,0.7722019,0.772262,2095
0.8943695,0.72751665,0.80006367,0.75549525,2096
0.9358482,0.84812766,0.8777845,0.8773962,2097
0.82193863,0.637504,0.8098631,0.76884097,2098
0.9197631,0.8543901,0.8000796,0.82486945,2099
0.603085,0.8743664,0.54832816,0.7640392,2100
0.6770042,0.7172179,0.6445618,0.60300666,2101
0.5328358,0.6388623,0.508961,0.54917425,2102
0.5284614,0.5138233,0.4759038,0.44602305,2103
0.5249814,0.5174283,0.46992102,0.60699415,2104
0.74192077,0.7139572,0.63667595,0.6857627,2105
0.9633138,0.8153168,0.9111752,0.78256685,2106
0.65639025,0.7255258,0.9355444,0.65597075,2107
0.41415596,0.8899465,0.7110569,0.6909675,2108
0.57274866,0.5347993,0.62708896,0.75688434,2109
0.45031753,0.6148871,0.8071019,0.69427043,2110
0.55532485,0.78633255,0.708148,0.7972168,2111
0.47076973,0.74470437,0.73314893,0.6503395,2112
0.91289437,0.7231087,0.83206767,0.78826493,2113
0.6137437,0.8785662,0.7830899,0.8478589,2114
0.81577384,0.67296237,0.7832097,0.82960707,2115
0.94818026,0.54291993,0.73403764,0.8197181,2116
0.8808811,0.70735294,0.7225057,0.7621613,2117
0.8710325,0.7417123,0.67063135,0.7852933,2118
0.800135,0.76201385,0.50125504,0.7363543,2119
0.8351026,0.65165514,0.6293502,0.73198456,2120
0.95338476,0.65399307,0.70429116,0.82099247,2121
0.5800184,0.7685601,0.83628595,0.7910034,2122
0.48801556,0.86858535,0.76488316,0.8350478,2123
0.7094446,0.9444904,0.65215456,0.8207727,2124
0.5847138,0.69267744,0.77907586,0.8482792,2125
0.69983876,0.83779234,0.87275195,0.87346274,2126
0.81507903,0.69699204,0.733137,0.79545945,2127
0.8470874,0.8289809,0.7791387,0.8078847,2128
0.86101586,0.7459447,0.81682676,0.81590545,2129
0.92582923,0.7336642,0.7708669,0.81498545,2130
0.9716101,0.7078094,0.780927,0.7404983,2131
0.9490309,0.9094695,0.7546082,0.8282994,2132
0.91973156,0.6590384,0.7089795,0.82641375,2133
0.88372505,0.6662239,0.72888607,0.8313454,2134
0.8729485,0.5971948,0.61596876,0.82198626,2135
0.6630094,0.65535116,0.6109073,0.79666805,2136
0.7214081,0.7126888,0.6362788,0.8077035,2137
0.8841748,0.6196964,0.6987681,0.82852083,2138
0.7928508,0.6927709,0.65973014,0.8050544,2139
0.96091545,0.7073934,0.77983713,0.78480977,2140
0.9653316,0.72249585,0.8031274,0.8071281,2141
0.795747,0.46393868,0.7551544,0.805727,2142
0.8775926,0.5015555,0.7948368,0.76198095,2143
0.8999691,0.58958006,0.70407844,0.8704645,2144
0.78551006,0.62210983,0.7089251,0.76394695,2145
0.9384551,0.65520024,0.5576753,0.822347,2146
0.90918165,0.5423161,0.6312143,0.76894,2147
0.88892436,0.6821207,0.66650414,0.7424679,2148
0.93225294,0.6321393,0.67394155,0.86739165,2149
0.9547013,0.699708,0.53747874,0.8351488,2150
0.79631275,0.7850987,0.6972665,0.8306782,2151
0.8624901,0.83589655,0.8330865,0.81336063,2152
0.94997144,0.74079835,0.80187964,0.80262804,2153
0.8086064,0.84423363,0.8830708,0.7991157,2154
0.87496954,0.7761071,0.93316483,0.90158314,2155
0.7489723,0.711608,0.7889535,0.82141757,2156
0.9694584,0.91876876,0.82992727,0.77247125,2157
0.8423488,0.6953188,0.8673006,0.8180406,2158
0.9726159,0.77245414,0.8945307,0.8070692,2159
0.87273705,0.7384672,0.78470516,0.78330374,2160
0.83798844,0.648444,0.85452557,0.8713797,2161
0.7590705,0.8484797,0.753937,0.7583241,2162
0.956011,0.85295886,0.85419077,0.821078,2163
0.91251016,0.8650343,0.92927164,0.83889145,2164
0.8873251,0.74765927,0.8851457,0.875973,2165
0.9137181,0.6911912,0.8314937,0.8869336,2166
0.8127319,0.86059225,0.82507604,0.70291865,2167
0.79438704,0.63879734,0.85100555,0.7565336,2168
0.8767867,0.6468466,0.7380577,0.81974906,2169
0.91777676,0.70521796,0.778053,0.77059793,2170
0.6859687,0.5629263,0.75364107,0.8383138,2171
0.6308798,0.52914256,0.6463884,0.7296169,2172
0.6822713,0.44892636,0.6417424,0.71853566,2173
0.94329095,0.6815226,0.6763774,0.8249981,2174
0.8697807,0.6317272,0.69057983,0.7667095,2175
0.85389477,0.561199,0.7603631,0.6279184,2176
0.62960505,0.70056474,0.80986047,0.58697504,2177
0.7484776,0.62888396,0.71986926,0.58382064,2178
0.7883897,0.47179973,0.711424,0.6238424,2179
0.819642,0.49951228,0.8049471,0.69984496,2180
0.9322601,0.83473855,0.87103033,0.6932817,2181
0.69500875,0.7452162,0.82148874,0.7807856,2182
0.7188223,0.60488516,0.84948915,0.81060314,2183
0.79881144,0.74883944,0.8023756,0.75128496,2184
0.77960813,0.65620303,0.82374775,0.8465534,2185
0.8524835,0.75356555,0.8997478,0.80369246,2186
0.8882395,0.83527744,0.8009402,0.8110249,2187
0.92712927,0.8962201,0.7973428,0.76185983,2188
0.9448737,0.88434273,0.5655001,0.788449,2189
0.8950421,0.70934564,0.71148694,0.85680515,2190
0.9182118,0.83386546,0.8570414,0.80970275,2191
0.9197427,0.79812175,0.80181795,0.748742,2192
0.8320816,0.84714174,0.838226,0.76097953,2193
0.8546256,0.70758057,0.8758675,0.81077397,2194
0.9731512,0.73822856,0.7880709,0.81793374,2195
0.7020055,0.86928505,0.8226695,0.7555222,2196
0.861915,0.68227226,0.7658301,0.63718736,2197
0.8892874,0.8786732,0.908191,0.6952469,2198
0.7152804,0.77949315,0.8774937,0.58328915,2199
0.48582107,0.7512188,0.82359236,0.6652321,2200
0.8776316,0.68591756,0.85201997,0.7842526,2201
0.5414359,0.83666646,0.813305,0.7497093,2202
0.7414175,0.52933484,0.76964355,0.74978864,2203
0.63344425,0.5879899,0.82755685,0.81353647,2204
0.77188593,0.6679094,0.91508204,0.75608164,2205
0.73259836,0.7558189,0.72292465,0.6384026,2206
0.8740989,0.74046165,0.8475285,0.7623732,2207
0.7968217,0.6441052,0.7660481,0.74673337,2208
0.92451274,0.8939809,0.74760485,0.746829,2209
0.7647752,0.8420532,0.80303246,0.7995129,2210
0.8400942,0.77626926,0.9145205,0.7825002,2211
0.8774827,0.74330103,0.93202066,0.7895207,2212
0.85764396,0.8366201,0.88325703,0.8283011,2213
0.79132396,0.5797504,0.9075964,0.86180687,2214
0.8386229,0.8595453,0.88957506,0.90873474,2215
0.97717285,0.702786,0.83636224,0.8433424,2216
0.86562055,0.687101,0.7840527,0.8398679,2217
0.706957,0.8005233,0.8080229,0.7990792,2218
0.63529295,0.8150449,0.72387516,0.7476226,2219
0.83791065,0.6805904,0.8118013,0.78316796,2220
0.7079587,0.8269412,0.8041823,0.73137385,2221
0.8790431,0.7917868,0.8584413,0.843997,2222
0.91155416,0.8166559,0.92423105,0.8351613,2223
0.8662598,0.7117025,0.879387,0.7853204,2224
0.90586656,0.8605609,0.7644668,0.80848354,2225
0.8899353,0.80225396,0.901265,0.8796307,2226
0.6716325,0.85938597,0.85136414,0.74059874,2227
0.79402846,0.64729345,0.8891017,0.71429217,2228
0.71978354,0.6256891,0.62453485,0.8129422,2229
0.8160227,0.648494,0.5923536,0.7407275,2230
0.7491241,0.76745874,0.6738084,0.6905482,2231
0.96446854,0.76556194,0.7858803,0.85925496,2232
0.7968062,0.7536559,0.79393923,0.844397,2233
0.5123294,0.90744394,0.7284572,0.77689904,2234
0.60603267,0.7761762,0.7221045,0.69338596,2235
0.8365979,0.61512,0.74319595,0.71539974,2236
0.6242579,0.73545986,0.7338341,0.73820823,2237
0.92909944,0.9044195,0.83382785,0.7483848,2238
0.8767512,0.89321846,0.85408765,0.8169254,2239
0.84279054,0.68347627,0.7964535,0.8788561,2240
0.9452828,0.7348234,0.62127304,0.8386619,2241
0.8882697,0.6548341,0.7045641,0.8586299,2242
0.89529943,0.53161407,0.77825624,0.79452306,2243
0.85456806,0.43346813,0.72156227,0.79728246,2244
0.87521136,0.5541172,0.6309318,0.66925603,2245
0.7480712,0.65587187,0.5160384,0.7840625,2246
0.6955532,0.6290966,0.48362112,0.7069218,2247
0.77753294,0.45228255,0.5487023,0.67483443,2248
0.9392826,0.6068033,0.705675,0.7971635,2249
0.93086374,0.5995751,0.7136015,0.8880308,2250
0.9460755,0.8300125,0.78707916,0.87126595,2251
0.83556056,0.8496862,0.8618577,0.81571066,2252
0.91247,0.81329024,0.8622689,0.79425925,2253
0.7580156,0.8439981,0.7651201,0.8330381,2254
0.7668121,0.8243221,0.8144783,0.7491722,2255
0.9386265,0.64939886,0.6713373,0.77416545,2256
0.9541582,0.95152205,0.7823824,0.8055261,2257
0.86828446,0.665925,0.8674394,0.8692423,2258
0.94294757,0.72134763,0.7656077,0.8297122,2259
0.8243662,0.7833821,0.8440877,0.7995956,2260
0.8049,0.6357105,0.71000105,0.8312821,2261
0.933057,0.64631593,0.7088403,0.78235966,2262
0.9094931,0.6451977,0.7179164,0.75930685,2263
0.8895136,0.54065746,0.64394313,0.80105233,2264
0.8052091,0.6281462,0.7562868,0.7654726,2265
0.6580782,0.5157594,0.61965305,0.7812081,2266
0.8128952,0.49810335,0.5297279,0.6818624,2267
0.96665597,0.5125795,0.46772745,0.6411244,2268
0.814957,0.5315739,0.54428357,0.68676776,2269
0.66677094,0.62188506,0.64179677,0.8216872,2270
0.80298996,0.64573854,0.77461696,0.851146,2271
0.92953,0.5685284,0.60895455,0.8180409,2272
0.9801375,0.5542103,0.46595025,0.67724437,2273
0.8824604,0.6059995,0.45174488,0.7540325,2274
0.8954001,0.503645,0.48075414,0.7537392,2275
0.83241624,0.53466016,0.5817708,0.7235142,2276
0.74280614,0.5819921,0.5710231,0.82723534,2277
0.7673371,0.87807363,0.8368497,0.85163856,2278
0.8021821,0.9191116,0.8222667,0.85744333,2279
0.7680205,0.89389205,0.7105412,0.8083776,2280
0.97131705,0.90316993,0.82192105,0.822368,2281
0.6922839,0.7997531,0.80811286,0.85022676,2282
0.8074084,0.7848936,0.8142996,0.8396419,2283
0.8691841,0.75710905,0.8509654,0.8202513,2284
0.6322793,0.7772178,0.90477383,0.8070899,2285
0.87186307,0.9010144,0.85362154,0.76237994,2286
0.7564678,0.8284961,0.8032846,0.8795735,2287
0.85947526,0.79375607,0.9027234,0.74765503,2288
0.9003123,0.763902,0.8880411,0.8346547,2289
0.948111,0.91070664,0.87595105,0.8012146,2290
0.591379,0.8174016,0.8506758,0.70708096,2291
0.5356301,0.7741054,0.7228636,0.72374034,2292
0.76537466,0.8994773,0.8916934,0.6622266,2293
0.8375293,0.8305523,0.8328479,0.5933822,2294
0.74677825,0.84713674,0.8187866,0.6294561,2295
0.52789426,0.8170745,0.8364454,0.66397226,2296
0.67725927,0.77642155,0.8658775,0.7374516,2297
0.5802061,0.75239855,0.65727663,0.69796735,2298
0.52366716,0.56760406,0.6058234,0.7538504,2299
0.58507407,0.5716249,0.6397854,0.70058876,2300
0.6563099,0.7311176,0.7766875,0.7339818,2301
0.8576827,0.80285335,0.86639625,0.76148164,2302
0.9334824,0.4986021,0.85032785,0.79902494,2303
0.80016875,0.8172176,0.8007391,0.8270262,2304
0.9254444,0.72087055,0.83718866,0.84725016,2305
0.7171756,0.7459097,0.7460921,0.78698397,2306
0.5336514,0.71621317,0.6093734,0.6483626,2307
0.6412208,0.8368291,0.50998473,0.6614112,2308
0.53151566,0.745052,0.3945078,0.5650919,2309
0.81310755,0.84459174,0.38021988,0.41919276,2310
0.75505763,0.712037,0.30435088,0.34059584,2311
0.6364986,0.43430433,0.36175644,0.45169538,2312
0.45953152,0.49064618,0.3553979,0.48713353,2313
0.6263001,0.6022115,0.59382135,0.5284932,2314
0.522529,0.65946656,0.43354216,0.6656076,2315
0.66497797,0.7696075,0.62117857,0.77984613,2316
0.5791328,0.4565567,0.67853445,0.6493392,2317
0.5653032,0.58153003,0.74323505,0.74782425,2318
0.6013227,0.7163082,0.42429885,0.6412418,2319
0.622542,0.50066894,0.72539526,0.7670295,2320
0.8511068,0.375215,0.719485,0.6604213,2321
0.57852316,0.48829618,0.4766172,0.37763652,2322
0.58996874,0.56827986,0.4888219,0.4947212,2323
0.7430323,0.40540972,0.4460555,0.51583177,2324
0.59112525,0.45618448,0.39721262,0.6409344,2325
0.5224037,0.49412444,0.4671807,0.5865341,2326
0.7743895,0.43024632,0.5263928,0.65187657,2327
0.6358343,0.5596526,0.7550561,0.7816955,2328
0.8071707,0.650713,0.73565674,0.69197065,2329
0.8293288,0.7371881,0.75622576,0.82058877,2330
0.78548473,0.6049786,0.45990992,0.65644866,2331
0.7032856,0.798116,0.6045559,0.78065073,2332
0.8066264,0.54061383,0.50709945,0.6927825,2333
0.5466081,0.44275194,0.6129538,0.5418701,2334
0.47871432,0.45697173,0.46622118,0.44066423,2335
0.5244525,0.39821413,0.39745408,0.4436605,2336
0.4113806,0.3470113,0.39745855,0.505231,2337
0.42727426,0.30283085,0.3312775,0.46072719,2338
0.40080717,0.45385692,0.3010078,0.5116865,2339
0.44712198,0.36061212,0.43394876,0.46220893,2340
0.41907576,0.46019828,0.5146476,0.6515752,2341
0.43205625,0.6758324,0.7013947,0.7769316,2342
0.8212661,0.6916766,0.72725654,0.848121,2343
0.785284,0.88926893,0.7749215,0.8782568,2344
0.9562727,0.88503045,0.8677711,0.8027779,2345
0.9429533,0.86404175,0.88896745,0.768059,2346
0.90318817,0.8886833,0.8537645,0.77807033,2347
0.6930831,0.78409255,0.7760244,0.68040705,2348
0.7971578,0.69479966,0.80507797,0.8081672,2349
0.891102,0.7527129,0.77665865,0.72061634,2350
0.77334005,0.92972654,0.8675143,0.56672895,2351
0.8004519,0.7893773,0.8467133,0.56246936,2352
0.5584227,0.8843705,0.83618104,0.7380723,2353
0.7470705,0.80214113,0.77049035,0.65238625,2354
0.5810938,0.8777894,0.7617721,0.55589193,2355
0.7472527,0.9016162,0.70990896,0.64970696,2356
0.8241343,0.7380786,0.79026663,0.65600884,2357
0.6362665,0.7708377,0.7982319,0.7229696,2358
0.6820879,0.7691998,0.8314978,0.68835753,2359
0.7672274,0.87334764,0.8683607,0.65513927,2360
0.83792764,0.89733684,0.86239725,0.78311694,2361
0.65300256,0.90197873,0.8307302,0.7450986,2362
0.6309631,0.8404548,0.7969391,0.68687814,2363
0.84032184,0.9019305,0.7155564,0.6629881,2364
0.8448878,0.8671261,0.852759,0.69014627,2365
0.81593305,0.7350396,0.7801393,0.7211617,2366
0.9244915,0.94923323,0.74049664,0.6545201,2367
0.8802588,0.827921,0.75758964,0.703821,2368
0.77255815,0.78672874,0.8693259,0.59366184,2369
0.73576915,0.8640532,0.7585257,0.65125877,2370
0.78444046,0.69679666,0.81060976,0.5988961,2371
0.8052933,0.81030786,0.7748387,0.66167766,2372
0.8674692,0.7180873,0.8617171,0.5978517,2373
0.70053107,0.80113655,0.8818774,0.6964452,2374
0.7663424,0.8207354,0.8047105,0.70107836,2375
0.74468356,0.7656759,0.81185454,0.7033837,2376
0.5367976,0.76714164,0.81496423,0.6205968,2377
0.63400596,0.67792004,0.87934184,0.68506354,2378
0.7224581,0.7769982,0.75400835,0.55626315,2379
0.85882026,0.81971306,0.9254295,0.70694363,2380
0.9259957,0.8347718,0.79103535,0.7054888,2381
0.5824147,0.75032485,0.8464349,0.7365909,2382
0.7087101,0.8788551,0.7573604,0.7003228,2383
0.63094586,0.818273,0.7912868,0.7972421,2384
0.7993496,0.9488218,0.74669594,0.77220726,2385
0.6807364,0.82830316,0.9175704,0.8093254,2386
0.81462514,0.7202711,0.61227936,0.81649554,2387
0.900685,0.8346911,0.719607,0.8038641,2388
0.75469404,0.61354166,0.70150435,0.7913574,2389
0.89730793,0.63620603,0.7346524,0.8376049,2390
0.9773393,0.47559577,0.87317234,0.79516923,2391
0.714588,0.4573633,0.6352873,0.7688223,2392
0.8558406,0.62082976,0.61324596,0.7996772,2393
0.90523523,0.5903176,0.5439605,0.7554187,2394
0.78195447,0.6302353,0.6264178,0.7654428,2395
0.80976796,0.52687246,0.6751114,0.855581,2396
0.87335104,0.6527272,0.6531797,0.7380215,2397
0.77944595,0.64530814,0.63938,0.83276486,2398
0.533891,0.608819,0.55713695,0.8115448,2399
0.82554704,0.8025627,0.7920431,0.77950317,2400
0.63793546,0.8487567,0.7819202,0.83695614,2401
0.7158181,0.7184856,0.83063734,0.74996716,2402
0.983516,0.7194688,0.83207965,0.7318831,2403
0.935727,0.7005347,0.5530525,0.7320214,2404
0.859615,0.65429634,0.7442111,0.77797884,2405
0.91312224,0.7540298,0.72385126,0.7808865,2406
0.9053673,0.6787856,0.7129525,0.7324036,2407
0.86043745,0.84853303,0.7974097,0.7465291,2408
0.8742024,0.7770936,0.6427465,0.7259837,2409
0.8576856,0.67317456,0.8014273,0.6986868,2410
0.7919926,0.7960286,0.6884364,0.6887228,2411
0.79994756,0.6862911,0.6944519,0.7363869,2412
0.7037624,0.7442924,0.71531236,0.7947051,2413
0.8205503,0.66335183,0.80313665,0.86387175,2414
0.8132247,0.80816114,0.73874974,0.7592688,2415
0.8547298,0.6416022,0.8588834,0.8046432,2416
0.9056735,0.7645273,0.85218805,0.7739921,2417
0.955823,0.56100243,0.72998226,0.72548705,2418
0.890655,0.88399756,0.7949277,0.8026987,2419
0.9052807,0.78524154,0.8320261,0.67026424,2420
0.8539245,0.6282968,0.85836124,0.74605274,2421
0.68019956,0.7155643,0.79126173,0.7613734,2422
0.5278413,0.7764587,0.8420573,0.78414136,2423
0.480779,0.74802494,0.7615314,0.8284241,2424
0.9250526,0.85445195,0.707952,0.7847743,2425
0.87513036,0.8149229,0.7339392,0.7650536,2426
0.6929368,0.8516144,0.7120983,0.8281768,2427
0.91494626,0.8068593,0.7720615,0.82785356,2428
0.74485034,0.71874046,0.8102552,0.7696382,2429
0.58907944,0.783925,0.86136794,0.62300324,2430
0.784212,0.64850444,0.7646173,0.7112806,2431
0.63093585,0.6720636,0.76024556,0.7194046,2432
0.769028,0.6840623,0.70227236,0.6973851,2433
0.854183,0.63377583,0.68742764,0.7151991,2434
0.91099054,0.83727175,0.8538596,0.7673666,2435
0.6818207,0.74863917,0.8215958,0.7447282,2436
0.72641134,0.8624383,0.7050905,0.69386965,2437
0.6678207,0.7589158,0.78065777,0.8055078,2438
0.873285,0.7412559,0.7900064,0.82551134,2439
0.7678718,0.7429024,0.8287237,0.85464656,2440
0.8905904,0.76541936,0.8669642,0.774542,2441
0.82371134,0.70626265,0.784909,0.832615,2442
0.8748385,0.81374097,0.9106686,0.78977543,2443
0.9499845,0.66310585,0.8726573,0.8444958,2444
0.737186,0.6001707,0.6612659,0.7906413,2445
0.5209129,0.6673423,0.6879935,0.8575598,2446
0.8917779,0.65179664,0.643249,0.7963701,2447
0.94014406,0.71014947,0.7097365,0.8294512,2448
0.89125395,0.63108885,0.7934674,0.7347724,2449
0.78263587,0.7684095,0.89473844,0.83292496,2450
0.7741077,0.90124255,0.75754225,0.7420641,2451
0.859307,0.75503665,0.7367243,0.8292605,2452
0.77539635,0.89452416,0.7164215,0.88700014,2453
0.8529695,0.90123177,0.8759638,0.7806722,2454
0.9064369,0.89598835,0.81412166,0.8764638,2455
0.6005048,0.7566963,0.61096805,0.7853766,2456
0.7246533,0.69682443,0.6819361,0.79621416,2457
0.88635296,0.76835704,0.6806895,0.73329806,2458
0.6147783,0.71562886,0.69775075,0.82186705,2459
0.9077183,0.7032875,0.7107886,0.7371555,2460
0.8840984,0.68443364,0.81248665,0.79531014,2461
0.8674568,0.47195768,0.73836327,0.76624095,2462
0.67973864,0.52211916,0.7665814,0.7226463,2463
0.79849356,0.5414252,0.7695662,0.71033925,2464
0.55394197,0.71767294,0.64254683,0.64257514,2465
0.5469562,0.6472599,0.5953699,0.6649647,2466
0.5763682,0.67023605,0.74267614,0.632593,2467
0.73303515,0.7322088,0.6473684,0.6809843,2468
0.6425568,0.8125676,0.75147563,0.6674062,2469
0.86395067,0.7338012,0.7173257,0.63852334,2470
0.8940931,0.69785494,0.78528774,0.6442912,2471
0.80952704,0.8651128,0.8259,0.65861946,2472
0.8263259,0.80549884,0.5373154,0.72634894,2473
0.47779217,0.8875272,0.67980796,0.6799605,2474
0.81558645,0.8873047,0.6279678,0.6793486,2475
0.7184449,0.8486191,0.6349571,0.7329409,2476
0.5257335,0.79824597,0.57719994,0.71440166,2477
0.79526496,0.6560404,0.7461218,0.74320424,2478
0.7352341,0.8280438,0.78599674,0.6330748,2479
0.564765,0.94117117,0.64257306,0.7604324,2480
0.50320166,0.77923816,0.7404556,0.752198,2481
0.9060913,0.794633,0.87325525,0.7901592,2482
0.9785915,0.8678764,0.8765659,0.8056003,2483
0.54706466,0.8995771,0.7820963,0.80266386,2484
0.8671394,0.877719,0.80638903,0.82903796,2485
0.5534336,0.79084545,0.7936072,0.84171695,2486
0.92760664,0.84054637,0.8064883,0.8402832,2487
0.91840315,0.9336367,0.7512105,0.83808255,2488
0.9879258,0.8310828,0.891205,0.8036436,2489
0.8487774,0.79810673,0.8818723,0.79014134,2490
0.81209797,0.9026387,0.84429204,0.8107326,2491
0.98854345,0.8245765,0.7425594,0.77646434,2492
0.954213,0.76850957,0.84917504,0.76678455,2493
0.98519546,0.93301165,0.7769523,0.8279144,2494
0.8829212,0.8952156,0.81116974,0.8513524,2495
0.9719485,0.85306567,0.8045995,0.8853213,2496
0.8898929,0.7592277,0.83272505,0.81950307,2497
0.84184456,0.75401694,0.77227736,0.83913594,2498
0.92117274,0.78858143,0.7834751,0.7745764,2499
0.9382696,0.8456741,0.72978127,0.86984676,2500
0.8768732,0.89706767,0.55715454,0.8185261,2501
0.8317106,0.7530639,0.6812645,0.7323526,2502
0.9538982,0.81533116,0.6136323,0.7623653,2503
0.74764407,0.78279495,0.5450234,0.8043911,2504
0.980501,0.6209567,0.60890174,0.7612199,2505
0.8533008,0.8125065,0.55716634,0.8018492,2506
0.92619324,0.63896674,0.7386924,0.8318712,2507
0.99112046,0.77203953,0.83190376,0.8714895,2508
0.93356556,0.9569956,0.7545352,0.7985488,2509
0.993407,0.80343956,0.75475645,0.7694864,2510
0.940297,0.6853364,0.806138,0.8242904,2511
0.77956444,0.72164285,0.67544377,0.789628,2512
0.8775225,0.6755612,0.68713844,0.80129707,2513
0.77311486,0.6542653,0.6859844,0.7270968,2514
0.9005051,0.74068713,0.7345202,0.8383517,2515
0.97109157,0.667615,0.6760698,0.8519287,2516
0.76369905,0.6694722,0.67506903,0.84072137,2517
0.81700075,0.87158114,0.523964,0.8147007,2518
0.76322937,0.80727994,0.75285274,0.841323,2519
0.89842653,0.6469256,0.899613,0.74517095,2520
0.9559941,0.8885602,0.7965098,0.8070791,2521
0.8950228,0.849418,0.77893126,0.8693777,2522
0.93412924,0.8868716,0.7059931,0.82988966,2523
0.7634516,0.8416351,0.81967825,0.8626439,2524
0.9529277,0.6576887,0.8923727,0.76482666,2525
0.82899165,0.8239245,0.64039534,0.80305874,2526
0.92384475,0.7234854,0.8830703,0.7884058,2527
0.8640966,0.5526593,0.7537126,0.8051145,2528
0.97340256,0.59045845,0.5895711,0.8256287,2529
0.80849296,0.726747,0.65543896,0.82188046,2530
0.9463055,0.6290772,0.85187167,0.75225,2531
0.904196,0.7262423,0.764887,0.83525944,2532
0.73577243,0.81221884,0.736397,0.78225446,2533
0.90337217,0.50074774,0.7973489,0.86453336,2534
0.56706715,0.63192713,0.7343103,0.81767905,2535
0.8541582,0.85442376,0.73319167,0.88969475,2536
0.82218915,0.8861374,0.8544344,0.73757297,2537
0.92831427,0.89438957,0.82259923,0.8207798,2538
0.70492923,0.7676829,0.8229962,0.8059375,2539
0.7774062,0.84808284,0.88013643,0.73742586,2540
0.47920135,0.8770836,0.79459184,0.67097056,2541
0.7044592,0.8576464,0.86184716,0.81905377,2542
0.65149635,0.8515051,0.9080853,0.8410433,2543
0.6018023,0.829257,0.8380084,0.7534427,2544
0.7169337,0.7379443,0.89466786,0.75570196,2545
0.52925146,0.8761354,0.8364341,0.70053,2546
0.71277785,0.908325,0.6585591,0.76152205,2547
0.840799,0.73129743,0.7744858,0.74986476,2548
0.73572236,0.84601235,0.800417,0.8813779,2549
0.8916479,0.85148734,0.6936547,0.8786154,2550
0.9622707,0.9033274,0.7214648,0.7816191,2551
0.9383962,0.7600357,0.7326916,0.88594466,2552
0.87281454,0.8051246,0.76906407,0.86881924,2553
0.8467207,0.57447255,0.8229214,0.82274574,2554
0.9226937,0.68923783,0.6720346,0.86019474,2555
0.8922231,0.5332633,0.7305227,0.83647656,2556
0.91644955,0.7475853,0.7479086,0.7950238,2557
0.97812384,0.6538968,0.683741,0.8806442,2558
0.8879063,0.5884621,0.6234398,0.89586705,2559
0.7299084,0.51983404,0.702759,0.73256505,2560
0.7433208,0.8298847,0.8447898,0.7355029,2561
0.8839223,0.7811985,0.79352444,0.8623699,2562
0.900015,0.890992,0.7119657,0.8075236,2563
0.90033865,0.7786314,0.72275823,0.83332556,2564
0.9749658,0.9050526,0.77088946,0.7791886,2565
0.9506047,0.56773514,0.8493566,0.8503337,2566
0.68314064,0.7063124,0.7168475,0.81094784,2567
0.7290507,0.65111053,0.7961284,0.83059824,2568
0.65525323,0.675004,0.60259765,0.77452797,2569
0.9604659,0.74559647,0.5808275,0.723021,2570
0.46846735,0.6644566,0.6043736,0.82751083,2571
0.45477465,0.8214248,0.73896503,0.8048034,2572
0.539183,0.84265804,0.86711854,0.7382435,2573
0.79046154,0.81534755,0.7723347,0.7612021,2574
0.8177968,0.53455263,0.72833776,0.7363517,2575
0.84614456,0.6045283,0.8086278,0.75574166,2576
0.74661964,0.654123,0.75836647,0.7033378,2577
0.6944331,0.84937114,0.64251715,0.7028148,2578
0.60512716,0.7096257,0.7108911,0.6781709,2579
0.8961036,0.802058,0.77584857,0.7060385,2580
0.77142704,0.6413173,0.6850062,0.7435665,2581
0.56286687,0.7956668,0.8049173,0.7673805,2582
0.68558097,0.67833,0.76598376,0.6391936,2583
0.72350055,0.69223845,0.7076842,0.8014179,2584
0.8250216,0.86852086,0.83651966,0.8307894,2585
0.918068,0.8756418,0.7764947,0.8463198,2586
0.90108263,0.76991755,0.8494212,0.86695933,2587
0.97240204,0.6562746,0.810829,0.82949317,2588
0.7444243,0.6615277,0.9013158,0.7672122,2589
0.9106834,0.69328195,0.7930041,0.80767953,2590
