@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 1st spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.29185545,689.0625,18.0,2323
0.3591754,689.0625,24.0,2324
0.3795099,689.0625,18.0,2325
0.43626028,689.0625,18.0,2326
0.47739616,689.0625,18.0,2327
0.32598022,645.9961,18.0,2328
0.09558519,689.0625,14.0,2329
0.10507017,344.53125,13.0,2330
0.099987455,344.53125,13.0,2331
0.17530438,387.59766,13.0,2332
0.43709618,775.1953,15.0,2333
0.5245409,775.1953,19.0,2334
0.25603908,732.1289,15.0,2335
0.30753863,732.1289,15.0,2336
0.33185557,732.1289,15.0,2337
0.3322018,732.1289,15.0,2338
0.34125784,732.1289,22.0,2339
0.28577575,732.1289,19.0,2340
0.23752713,732.1289,19.0,2341
0.14197707,3229.9805,21.0,2342
0.14028208,3100.7812,24.0,2343
0.048352275,2885.4492,14.0,2344
0.0729207,3229.9805,187.0,2345
0.20206676,2799.3164,36.0,2346
0.4484242,86.13281,6.0,2347
0.41821212,86.13281,8.0,2348
0.22486445,43.066406,8.0,2349
0.27234435,129.19922,9.0,2350
0.30811736,129.19922,8.0,2351
0.33187678,2497.8516,17.0,2352
0.18463977,2454.7852,15.0,2353
0.21170567,2454.7852,17.0,2354
0.29472774,2454.7852,15.0,2355
0.2258941,2454.7852,17.0,2356
0.26107913,2454.7852,41.0,2357
0.22674665,86.13281,8.0,2358
0.21726044,344.53125,13.0,2359
0.25194645,2454.7852,17.0,2360
0.3384648,215.33203,16.0,2361
0.39909595,344.53125,13.0,2362
0.24066684,344.53125,10.0,2363
0.27541804,2454.7852,17.0,2364
0.27581686,2454.7852,26.0,2365
0.16020402,344.53125,15.0,2366
0.23511243,2454.7852,16.0,2367
0.17146634,2799.3164,18.0,2368
0.19194822,129.19922,8.0,2369
0.26625824,2454.7852,16.0,2370
0.27750728,2454.7852,17.0,2371
0.25752175,2411.7188,15.0,2372
0.24225469,2799.3164,17.0,2373
0.2026152,86.13281,7.0,2374
0.40839246,86.13281,8.0,2375
0.27465746,86.13281,8.0,2376
0.23419215,2454.7852,17.0,2377
0.21199696,2454.7852,21.0,2378
0.29327345,2454.7852,17.0,2379
0.16781154,86.13281,7.0,2380
0.3532989,86.13281,8.0,2381
0.14472508,2756.25,18.0,2382
0.37062073,86.13281,16.0,2383
0.24221341,129.19922,7.0,2384
0.1739668,344.53125,21.0,2385
0.22699335,344.53125,13.0,2386
0.2831229,344.53125,13.0,2387
0.44614032,215.33203,15.0,2388
0.35061854,172.26562,15.0,2389
0.39268923,689.0625,22.0,2390
0.33921492,689.0625,15.0,2391
0.3466535,689.0625,14.0,2392
0.2923384,689.0625,16.0,2393
0.24415521,689.0625,14.0,2394
0.27677146,689.0625,19.0,2395
0.19535606,689.0625,18.0,2396
0.16753519,129.19922,8.0,2397
0.17449927,559.8633,21.0,2398
0.20656712,86.13281,7.0,2399
0.19569424,301.46484,13.0,2400
0.21425144,301.46484,12.0,2401
0.3582895,86.13281,12.0,2402
0.36060324,86.13281,7.0,2403
0.32890785,86.13281,18.0,2404
0.26544616,129.19922,8.0,2405
0.21362679,86.13281,8.0,2406
0.16649923,344.53125,19.0,2407
0.20023097,86.13281,6.0,2408
0.18874082,301.46484,11.0,2409
0.19019055,947.46094,46.0,2410
0.20345628,301.46484,10.0,2411
0.1952748,301.46484,12.0,2412
0.21065336,301.46484,11.0,2413
0.2149488,129.19922,14.0,2414
0.28189152,215.33203,12.0,2415
0.34273517,947.46094,33.0,2416
0.21402347,129.19922,9.0,2417
0.23705208,129.19922,13.0,2418
0.22157729,86.13281,6.0,2419
0.18281001,516.7969,17.0,2420
0.202869,86.13281,6.0,2421
0.28502187,344.53125,13.0,2422
0.46793506,301.46484,10.0,2423
0.20660408,258.39844,14.0,2424
0.20636126,172.26562,8.0,2425
0.19409978,129.19922,10.0,2426
0.16119659,86.13281,13.0,2427
0.17135656,129.19922,12.0,2428
0.27440286,387.59766,12.0,2429
0.37011147,86.13281,9.0,2430
0.28834614,86.13281,7.0,2431
0.19655368,129.19922,8.0,2432
0.20841326,86.13281,7.0,2433
0.16975865,2583.9844,15.0,2434
0.28930566,86.13281,12.0,2435
0.3050383,86.13281,16.0,2436
0.20315899,43.066406,4.0,2437
0.26685306,344.53125,14.0,2438
0.2027026,129.19922,24.0,2439
0.28555283,86.13281,9.0,2440
0.17421298,86.13281,10.0,2441
0.26142174,258.39844,10.0,2442
0.26799363,172.26562,10.0,2443
0.24061546,258.39844,22.0,2444
0.36254972,258.39844,10.0,2445
0.3289448,258.39844,13.0,2446
0.2681946,258.39844,12.0,2447
0.2130697,258.39844,18.0,2448
0.24879347,258.39844,10.0,2449
0.28687954,258.39844,11.0,2450
0.23115219,215.33203,10.0,2451
0.22779337,86.13281,13.0,2452
0.149384,129.19922,10.0,2453
0.14226478,215.33203,10.0,2454
0.17151287,172.26562,55.0,2455
0.20804411,129.19922,6.0,2456
0.27566653,86.13281,6.0,2457
0.42771968,86.13281,6.0,2458
0.20925601,258.39844,10.0,2459
0.15376472,2497.8516,32.0,2460
0.21505588,129.19922,10.0,2461
0.19337577,86.13281,13.0,2462
0.17847662,559.8633,22.0,2463
0.18952473,258.39844,12.0,2464
0.22169773,258.39844,10.0,2465
0.29073748,258.39844,12.0,2466
0.28177297,258.39844,12.0,2467
0.29114816,258.39844,44.0,2468
0.37098557,258.39844,12.0,2469
0.2559274,215.33203,16.0,2470
0.24250758,301.46484,27.0,2471
0.3025569,301.46484,18.0,2472
0.22471784,301.46484,23.0,2473
0.19459896,2497.8516,21.0,2474
0.18200819,301.46484,16.0,2475
0.17082216,301.46484,13.0,2476
0.2563161,301.46484,13.0,2477
0.25145072,129.19922,10.0,2478
0.2234312,86.13281,12.0,2479
0.24214715,258.39844,12.0,2480
0.17115833,258.39844,14.0,2481
0.13381533,86.13281,16.0,2482
0.18849804,129.19922,12.0,2483
0.2827919,129.19922,14.0,2484
0.27844533,86.13281,7.0,2485
0.32226005,43.066406,11.0,2486
0.2064571,86.13281,9.0,2487
0.10572503,129.19922,9.0,2488
0.1784585,172.26562,16.0,2489
0.13780533,86.13281,6.0,2490
0.41922706,86.13281,12.0,2491
0.24000438,43.066406,7.0,2492
0.41634825,86.13281,32.0,2493
0.17962481,172.26562,8.0,2494
0.13879956,172.26562,9.0,2495
0.21241724,86.13281,9.0,2496
0.20657608,172.26562,8.0,2497
0.33915773,215.33203,16.0,2498
0.25846982,215.33203,8.0,2499
0.17816532,86.13281,5.0,2500
0.22810256,1033.5938,13.0,2501
0.2819196,1033.5938,14.0,2502
0.24709176,1033.5938,14.0,2503
0.17716119,1033.5938,17.0,2504
0.18099062,1033.5938,19.0,2505
0.24519633,1033.5938,18.0,2506
0.22929248,990.52734,16.0,2507
0.17823406,947.46094,16.0,2508
0.16873707,129.19922,8.0,2509
0.11566485,861.3281,16.0,2510
0.33755544,904.39453,31.0,2511
0.5462538,86.13281,9.0,2512
0.30614063,86.13281,9.0,2513
0.44331905,86.13281,11.0,2514
0.2690187,947.46094,13.0,2515
0.27670643,947.46094,34.0,2516
0.3239444,129.19922,10.0,2517
0.20694898,645.9961,20.0,2518
0.106567845,86.13281,11.0,2519
0.13744225,86.13281,10.0,2520
0.32177043,129.19922,9.0,2521
0.23371308,172.26562,14.0,2522
0.16204007,86.13281,11.0,2523
0.13212155,172.26562,9.0,2524
0.30004397,344.53125,14.0,2525
0.35333133,215.33203,9.0,2526
0.22884923,947.46094,15.0,2527
0.35969314,904.39453,20.0,2528
0.31412554,904.39453,20.0,2529
0.23058176,904.39453,28.0,2530
0.23145063,947.46094,15.0,2531
0.24175797,947.46094,25.0,2532
0.1920409,129.19922,13.0,2533
0.2752968,559.8633,13.0,2534
0.13268396,258.39844,18.0,2535
0.13500874,129.19922,10.0,2536
0.15473184,129.19922,9.0,2537
0.13330919,129.19922,14.0,2538
0.13602985,258.39844,14.0,2539
0.28223068,215.33203,17.0,2540
0.42302245,86.13281,10.0,2541
0.21234617,86.13281,11.0,2542
0.13111542,301.46484,12.0,2543
0.2047417,258.39844,10.0,2544
0.22115226,129.19922,17.0,2545
0.25290513,129.19922,37.0,2546
0.23614989,86.13281,11.0,2547
0.18382505,43.066406,14.0,2548
0.31118205,86.13281,12.0,2549
0.12573051,86.13281,10.0,2550
0.23485158,129.19922,10.0,2551
0.21101834,516.7969,25.0,2552
0.36110365,215.33203,11.0,2553
0.26737198,344.53125,17.0,2554
0.2535457,86.13281,9.0,2555
0.23160857,86.13281,6.0,2556
0.19930811,516.7969,14.0,2557
0.22648199,516.7969,11.0,2558
0.1969209,258.39844,25.0,2559
0.27890328,258.39844,25.0,2560
0.19062,215.33203,16.0,2561
0.14003646,172.26562,11.0,2562
0.34001067,86.13281,8.0,2563
0.22116508,86.13281,6.0,2564
0.19055457,86.13281,14.0,2565
0.24885441,129.19922,12.0,2566
0.40229443,86.13281,7.0,2567
0.1660856,258.39844,12.0,2568
0.28623542,258.39844,12.0,2569
0.22134161,129.19922,14.0,2570
0.253517,258.39844,12.0,2571
0.19306284,258.39844,11.0,2572
0.19469689,172.26562,24.0,2573
0.24014589,301.46484,11.0,2574
0.17451042,301.46484,10.0,2575
0.3163224,86.13281,6.0,2576
0.19780378,258.39844,11.0,2577
0.310882,129.19922,10.0,2578
0.27905005,129.19922,6.0,2579
0.2582871,215.33203,18.0,2580
0.36974195,215.33203,12.0,2581
0.3073559,301.46484,13.0,2582
0.2540324,215.33203,13.0,2583
0.14731868,129.19922,6.0,2584
0.35362685,129.19922,20.0,2585
0.14407705,215.33203,8.0,2586
0.18092912,172.26562,7.0,2587
0.20899655,129.19922,11.0,2588
0.2235393,86.13281,6.0,2589
0.23064725,215.33203,9.0,2590
0.10655058,215.33203,9.0,2591
0.2217011,559.8633,15.0,2592
0.20256904,559.8633,10.0,2593
0.26336575,129.19922,13.0,2594
0.46964777,86.13281,9.0,2595
0.16337363,129.19922,10.0,2596
0.28621292,430.66406,11.0,2597
0.25788411,215.33203,10.0,2598
0.22709411,430.66406,11.0,2599
0.21641098,430.66406,11.0,2600
0.47410652,86.13281,9.0,2601
0.17487374,43.066406,10.0,2602
0.21732356,430.66406,45.0,2603
0.19664182,430.66406,25.0,2604
0.21832412,387.59766,10.0,2605
0.18735456,430.66406,11.0,2606
0.26288065,387.59766,12.0,2607
0.40244868,215.33203,13.0,2608
0.29828092,215.33203,9.0,2609
0.24805306,86.13281,6.0,2610
0.11396954,86.13281,6.0,2611
0.16035886,129.19922,8.0,2612
0.105587065,172.26562,7.0,2613
0.16726603,86.13281,17.0,2614
0.20730087,129.19922,12.0,2615
0.20371322,129.19922,6.0,2616
0.16454566,86.13281,5.0,2617
0.21008964,86.13281,10.0,2618
0.15620916,86.13281,6.0,2619
0.22205666,86.13281,55.0,2620
0.15446723,129.19922,7.0,2621
0.55450696,86.13281,8.0,2622
0.23520374,86.13281,6.0,2623
0.3284427,86.13281,6.0,2624
0.340024,86.13281,10.0,2625
0.25419313,258.39844,10.0,2626
0.27220058,215.33203,12.0,2627
0.24911024,215.33203,10.0,2628
0.23791565,172.26562,12.0,2629
0.2154456,215.33203,11.0,2630
0.29503176,258.39844,11.0,2631
0.25941676,258.39844,12.0,2632
0.21619573,172.26562,18.0,2633
0.22626585,258.39844,9.0,2634
0.26035744,129.19922,9.0,2635
0.36479065,215.33203,8.0,2636
0.21803935,86.13281,8.0,2637
0.2131261,559.8633,14.0,2638
0.21704152,86.13281,12.0,2639
0.21462652,86.13281,6.0,2640
0.25121877,1076.6602,24.0,2641
0.2287965,129.19922,11.0,2642
0.40423808,129.19922,11.0,2643
0.16805457,172.26562,20.0,2644
0.20031919,86.13281,6.0,2645
0.098115034,129.19922,6.0,2646
0.08215282,215.33203,11.0,2647
0.14148398,172.26562,10.0,2648
0.32563588,301.46484,14.0,2649
0.41616145,86.13281,12.0,2650
0.21307842,301.46484,22.0,2651
0.2450337,86.13281,8.0,2652
0.22550668,86.13281,6.0,2653
0.18500726,129.19922,16.0,2654
0.25065893,301.46484,15.0,2655
0.4601933,86.13281,6.0,2656
0.2248569,86.13281,7.0,2657
0.20113714,43.066406,18.0,2658
0.15622443,172.26562,11.0,2659
0.19490668,301.46484,10.0,2660
0.13918771,86.13281,5.0,2661
0.2279613,301.46484,11.0,2662
0.36012957,215.33203,12.0,2663
0.2799098,344.53125,10.0,2664
0.22711268,818.2617,13.0,2665
0.33916715,818.2617,12.0,2666
0.2946927,818.2617,12.0,2667
0.23651005,258.39844,11.0,2668
0.21612655,818.2617,15.0,2669
0.17769268,86.13281,6.0,2670
0.1926094,516.7969,15.0,2671
0.19387461,172.26562,13.0,2672
0.2773397,86.13281,7.0,2673
0.37485623,301.46484,20.0,2674
0.41004622,301.46484,12.0,2675
0.254593,1808.7891,29.0,2676
0.42647755,86.13281,8.0,2677
0.3754783,86.13281,7.0,2678
0.3638526,86.13281,13.0,2679
0.13477735,258.39844,11.0,2680
0.17223327,172.26562,11.0,2681
0.1790725,602.9297,16.0,2682
0.15812042,2196.3867,17.0,2683
0.19137499,645.9961,14.0,2684
0.23501118,2196.3867,25.0,2685
0.21843791,602.9297,15.0,2686
0.19504438,2153.3203,13.0,2687
0.18605901,2196.3867,32.0,2688
0.23253062,2196.3867,42.0,2689
0.21597424,344.53125,14.0,2690
0.3681354,215.33203,8.0,2691
0.21250783,2196.3867,19.0,2692
0.17004919,2196.3867,17.0,2693
0.19573034,2153.3203,43.0,2694
0.23617654,602.9297,12.0,2695
0.13994579,172.26562,11.0,2696
0.2887279,129.19922,30.0,2697
0.19889054,129.19922,7.0,2698
0.25140193,258.39844,13.0,2699
0.2598342,86.13281,12.0,2700
0.20678182,258.39844,10.0,2701
0.23904555,258.39844,10.0,2702
0.3090761,258.39844,12.0,2703
0.28281546,172.26562,12.0,2704
0.29138237,86.13281,26.0,2705
0.21800146,301.46484,13.0,2706
0.27360368,258.39844,11.0,2707
0.3270616,215.33203,14.0,2708
0.18089455,129.19922,9.0,2709
0.15228139,86.13281,6.0,2710
0.19637908,86.13281,10.0,2711
0.32793963,129.19922,9.0,2712
0.3071063,43.066406,12.0,2713
0.18107504,86.13281,11.0,2714
0.1454648,86.13281,12.0,2715
0.1796206,86.13281,11.0,2716
0.16479604,86.13281,9.0,2717
0.63124985,215.33203,9.0,2718
0.24750479,172.26562,9.0,2719
0.38289866,430.66406,22.0,2720
0.32387158,430.66406,12.0,2721
0.3757068,387.59766,13.0,2722
0.24707927,430.66406,20.0,2723
0.26981625,215.33203,10.0,2724
0.28295112,172.26562,12.0,2725
0.23824345,129.19922,8.0,2726
0.16951731,215.33203,9.0,2727
0.21414508,86.13281,10.0,2728
0.18964687,86.13281,5.0,2729
0.20554799,86.13281,8.0,2730
0.21267071,86.13281,13.0,2731
0.35944495,387.59766,11.0,2732
0.2839116,86.13281,13.0,2733
0.32721785,86.13281,8.0,2734
0.19998461,1033.5938,23.0,2735
0.26913866,1033.5938,14.0,2736
0.30363798,1033.5938,14.0,2737
0.33861834,1033.5938,11.0,2738
0.4576478,86.13281,16.0,2739
0.3191575,172.26562,16.0,2740
0.4122816,689.0625,15.0,2741
0.24541254,129.19922,9.0,2742
0.29121423,172.26562,8.0,2743
0.3491475,129.19922,16.0,2744
0.2890277,215.33203,18.0,2745
0.35037097,215.33203,13.0,2746
0.17110617,2497.8516,15.0,2747
0.251536,2454.7852,16.0,2748
0.18644604,2497.8516,14.0,2749
0.1728223,2540.918,14.0,2750
0.17213173,301.46484,13.0,2751
0.18875177,215.33203,14.0,2752
0.18186086,301.46484,29.0,2753
0.2700441,2454.7852,14.0,2754
0.32944778,301.46484,28.0,2755
0.23555262,301.46484,15.0,2756
0.21047956,129.19922,7.0,2757
0.22038962,344.53125,12.0,2758
0.19086261,732.1289,13.0,2759
0.27297717,86.13281,6.0,2760
0.25984454,86.13281,13.0,2761
0.3595107,86.13281,12.0,2762
0.28709942,86.13281,9.0,2763
0.19711274,1033.5938,17.0,2764
0.25681648,86.13281,8.0,2765
0.31570625,689.0625,15.0,2766
0.30501226,86.13281,11.0,2767
0.29233754,43.066406,4.0,2768
0.2254912,86.13281,13.0,2769
0.143017,172.26562,16.0,2770
0.16874143,129.19922,13.0,2771
0.14333114,172.26562,14.0,2772
0.45735624,387.59766,25.0,2773
0.34626707,172.26562,8.0,2774
0.30057397,2583.9844,15.0,2775
0.35411116,2540.918,16.0,2776
0.30057868,2540.918,28.0,2777
0.24784262,2540.918,14.0,2778
0.26705906,387.59766,17.0,2779
0.24045956,387.59766,10.0,2780
0.20894945,344.53125,51.0,2781
0.28399584,344.53125,13.0,2782
0.13490808,86.13281,8.0,2783
0.18859419,387.59766,22.0,2784
0.19470719,344.53125,10.0,2785
0.25186348,86.13281,8.0,2786
0.39829162,129.19922,9.0,2787
0.15264975,172.26562,8.0,2788
0.22272736,86.13281,12.0,2789
0.22697018,2713.1836,15.0,2790
0.28698885,86.13281,15.0,2791
0.3299508,86.13281,9.0,2792
0.24172999,2799.3164,17.0,2793
0.15740903,129.19922,8.0,2794
0.25462654,2799.3164,17.0,2795
0.18980056,86.13281,8.0,2796
0.21037373,86.13281,8.0,2797
0.16674806,2799.3164,14.0,2798
0.18023889,2799.3164,16.0,2799
0.1697708,2799.3164,15.0,2800
0.41487125,215.33203,12.0,2801
0.24135645,215.33203,15.0,2802
0.19552857,172.26562,16.0,2803
0.23068772,2799.3164,33.0,2804
0.25372803,2799.3164,24.0,2805
0.20722303,2454.7852,14.0,2806
0.23799561,2799.3164,16.0,2807
0.20137575,2454.7852,48.0,2808
0.20575212,2454.7852,18.0,2809
0.26317492,86.13281,6.0,2810
0.19607231,86.13281,8.0,2811
0.23789912,2799.3164,16.0,2812
0.26864177,129.19922,9.0,2813
0.16995183,2454.7852,12.0,2814
0.3041023,129.19922,8.0,2815
0.20831397,2497.8516,30.0,2816
0.3253329,86.13281,6.0,2817
0.2654866,86.13281,7.0,2818
0.1886269,2454.7852,17.0,2819
0.18039535,129.19922,11.0,2820
0.21949759,86.13281,8.0,2821
0.2606921,86.13281,6.0,2822
0.2862512,129.19922,8.0,2823
0.22664644,86.13281,48.0,2824
0.25767085,86.13281,6.0,2825
0.22834036,344.53125,10.0,2826
0.24302174,689.0625,14.0,2827
0.28537616,344.53125,21.0,2828
0.2956739,344.53125,10.0,2829
0.3365042,86.13281,8.0,2830
0.2337813,86.13281,11.0,2831
0.17389633,86.13281,7.0,2832
0.17757031,1033.5938,17.0,2833
0.16753161,344.53125,11.0,2834
0.15448298,129.19922,7.0,2835
0.31502756,129.19922,7.0,2836
0.17425007,86.13281,11.0,2837
0.22891171,86.13281,17.0,2838
0.25410464,86.13281,12.0,2839
0.1569139,86.13281,9.0,2840
0.18079099,689.0625,13.0,2841
0.3533766,645.9961,15.0,2842
0.4273108,86.13281,12.0,2843
0.4055967,86.13281,13.0,2844
0.26328295,129.19922,8.0,2845
0.17106542,2196.3867,38.0,2846
0.20337802,2196.3867,16.0,2847
0.27410832,2196.3867,13.0,2848
0.33864948,602.9297,14.0,2849
0.37739474,602.9297,22.0,2850
0.12566921,172.26562,10.0,2851
0.1652127,301.46484,14.0,2852
0.1658964,301.46484,28.0,2853
0.16115725,129.19922,11.0,2854
0.3994463,215.33203,13.0,2855
0.2549349,215.33203,8.0,2856
0.21988083,947.46094,16.0,2857
0.20547207,947.46094,13.0,2858
0.24105325,602.9297,15.0,2859
0.21178149,947.46094,16.0,2860
0.21093243,301.46484,20.0,2861
0.3959247,301.46484,13.0,2862
0.21292299,301.46484,13.0,2863
0.16186175,215.33203,13.0,2864
0.27705532,215.33203,16.0,2865
0.14895368,215.33203,13.0,2866
0.13106607,172.26562,9.0,2867
0.10179861,86.13281,10.0,2868
0.23065308,215.33203,15.0,2869
0.42393497,86.13281,6.0,2870
0.31144062,43.066406,9.0,2871
0.15934083,43.066406,27.0,2872
0.20746769,344.53125,14.0,2873
0.16323656,387.59766,13.0,2874
0.26173997,2583.9844,13.0,2875
0.22309223,129.19922,18.0,2876
0.3082359,86.13281,13.0,2877
0.32505992,2583.9844,12.0,2878
0.20126818,2540.918,41.0,2879
0.23422566,344.53125,15.0,2880
0.30540514,344.53125,11.0,2881
0.24827868,301.46484,11.0,2882
0.43452117,215.33203,14.0,2883
0.23501422,172.26562,8.0,2884
0.14127538,258.39844,11.0,2885
0.19399339,258.39844,13.0,2886
0.13141252,258.39844,13.0,2887
0.18533486,2110.254,31.0,2888
0.26649538,258.39844,16.0,2889
0.29993764,258.39844,10.0,2890
0.28829092,215.33203,9.0,2891
0.15048617,86.13281,5.0,2892
0.09812119,172.26562,9.0,2893
0.13121238,172.26562,9.0,2894
0.12876242,86.13281,5.0,2895
0.2869125,301.46484,13.0,2896
0.298691,86.13281,6.0,2897
0.17192413,172.26562,8.0,2898
0.21177207,86.13281,10.0,2899
0.30740485,129.19922,10.0,2900
0.18961029,86.13281,11.0,2901
0.23192826,559.8633,15.0,2902
0.24368694,559.8633,22.0,2903
0.24792042,559.8633,45.0,2904
0.27131358,559.8633,45.0,2905
0.29867107,559.8633,20.0,2906
0.2804797,559.8633,17.0,2907
0.30586463,559.8633,16.0,2908
0.24336457,559.8633,44.0,2909
0.26445308,559.8633,12.0,2910
0.40683958,215.33203,9.0,2911
0.21811956,559.8633,20.0,2912
0.23675439,559.8633,14.0,2913
0.23809493,559.8633,11.0,2914
0.20250192,2196.3867,47.0,2915
0.20637934,559.8633,13.0,2916
0.21103336,172.26562,10.0,2917
0.21553078,559.8633,13.0,2918
0.3061133,559.8633,10.0,2919
0.3431498,559.8633,15.0,2920
0.29142436,559.8633,42.0,2921
0.23397802,559.8633,11.0,2922
0.12701228,86.13281,5.0,2923
0.08321065,86.13281,11.0,2924
0.16122636,129.19922,12.0,2925
0.319298,86.13281,5.0,2926
0.2624452,43.066406,5.0,2927
0.15179908,86.13281,16.0,2928
0.12123946,172.26562,9.0,2929
0.20081592,172.26562,11.0,2930
0.29267648,129.19922,15.0,2931
0.22158822,86.13281,14.0,2932
0.33197248,86.13281,10.0,2933
0.20787673,86.13281,6.0,2934
0.17451504,86.13281,11.0,2935
0.18638165,86.13281,5.0,2936
0.17709872,172.26562,11.0,2937
0.38901266,215.33203,12.0,2938
0.24894841,1033.5938,16.0,2939
0.2177939,86.13281,13.0,2940
0.2931744,86.13281,14.0,2941
0.20927745,1033.5938,17.0,2942
0.22060692,1033.5938,15.0,2943
0.2172225,1033.5938,15.0,2944
0.15774518,1033.5938,18.0,2945
0.20504321,1033.5938,22.0,2946
0.23738475,172.26562,13.0,2947
0.33181116,645.9961,15.0,2948
0.18105057,129.19922,8.0,2949
0.23149027,129.19922,7.0,2950
0.18109733,129.19922,7.0,2951
0.345292,86.13281,8.0,2952
0.36456442,86.13281,13.0,2953
0.21837103,86.13281,7.0,2954
0.1680718,172.26562,8.0,2955
0.16160667,301.46484,10.0,2956
0.17275405,1851.8555,17.0,2957
0.21611576,129.19922,15.0,2958
0.19902007,129.19922,8.0,2959
0.2225689,129.19922,8.0,2960
0.20218286,301.46484,12.0,2961
0.2151594,1248.9258,14.0,2962
0.22004573,301.46484,13.0,2963
0.20244114,86.13281,7.0,2964
0.281095,86.13281,6.0,2965
0.3990213,215.33203,19.0,2966
0.24160814,172.26562,13.0,2967
0.15149699,215.33203,19.0,2968
0.1719272,3703.711,34.0,2969
0.13776033,86.13281,5.0,2970
0.12319403,301.46484,10.0,2971
0.27093723,301.46484,28.0,2972
0.1969713,301.46484,42.0,2973
0.16821624,301.46484,29.0,2974
0.22384441,172.26562,10.0,2975
0.24335648,129.19922,15.0,2976
0.20879827,172.26562,14.0,2977
0.14777486,344.53125,18.0,2978
0.33330378,301.46484,10.0,2979
0.3069963,172.26562,11.0,2980
0.43157938,86.13281,13.0,2981
0.21084787,559.8633,13.0,2982
0.24391572,559.8633,14.0,2983
0.26608557,559.8633,15.0,2984
0.2976442,559.8633,17.0,2985
0.22977594,559.8633,15.0,2986
0.32840493,129.19922,11.0,2987
0.2955825,559.8633,14.0,2988
0.39714694,86.13281,10.0,2989
0.25309795,559.8633,18.0,2990
0.24751261,86.13281,10.0,2991
0.27110305,301.46484,18.0,2992
0.29660392,344.53125,24.0,2993
0.3046551,258.39844,16.0,2994
0.29069132,172.26562,13.0,2995
0.2393185,258.39844,10.0,2996
0.22361249,258.39844,18.0,2997
0.24188675,258.39844,14.0,2998
0.191521,258.39844,11.0,2999
0.32632193,258.39844,11.0,3000
0.22243048,258.39844,13.0,3001
0.354715,258.39844,10.0,3002
0.34947783,172.26562,9.0,3003
0.26070404,129.19922,9.0,3004
0.19905576,86.13281,9.0,3005
0.12883134,473.73047,12.0,3006
0.42409104,86.13281,11.0,3007
0.36700466,301.46484,33.0,3008
0.26130927,301.46484,11.0,3009
0.20962177,258.39844,12.0,3010
0.1589339,258.39844,10.0,3011
0.19720645,258.39844,11.0,3012
0.22255217,258.39844,13.0,3013
0.22852625,301.46484,13.0,3014
0.22643673,258.39844,11.0,3015
0.2681683,258.39844,11.0,3016
0.29431286,258.39844,11.0,3017
0.20294534,129.19922,11.0,3018
0.24333407,301.46484,12.0,3019
0.4347499,258.39844,16.0,3020
0.190907,258.39844,22.0,3021
0.21865365,215.33203,18.0,3022
0.14285032,215.33203,11.0,3023
0.20522422,215.33203,8.0,3024
0.099214844,129.19922,9.0,3025
0.24237056,129.19922,11.0,3026
0.2479391,215.33203,11.0,3027
0.38128045,129.19922,15.0,3028
0.26665968,86.13281,8.0,3029
0.21428682,86.13281,12.0,3030
0.29888666,129.19922,16.0,3031
0.09461911,215.33203,12.0,3032
0.16619416,2325.586,25.0,3033
0.23092407,387.59766,21.0,3034
0.301844,86.13281,5.0,3035
0.16526552,215.33203,9.0,3036
0.24257849,129.19922,26.0,3037
0.3134269,215.33203,9.0,3038
0.20818768,215.33203,9.0,3039
0.24786153,215.33203,9.0,3040
0.37400874,86.13281,9.0,3041
0.25945488,215.33203,8.0,3042
0.31246883,172.26562,9.0,3043
0.24874026,86.13281,7.0,3044
0.27763954,86.13281,8.0,3045
0.24630445,86.13281,13.0,3046
0.2160037,301.46484,14.0,3047
0.24949086,215.33203,12.0,3048
0.2772183,258.39844,12.0,3049
0.16106923,258.39844,13.0,3050
0.22199197,215.33203,10.0,3051
0.30150893,215.33203,10.0,3052
0.24005556,215.33203,10.0,3053
0.21513624,129.19922,11.0,3054
0.16615203,86.13281,6.0,3055
0.2319393,86.13281,8.0,3056
0.20983294,86.13281,14.0,3057
0.2233192,86.13281,13.0,3058
0.19140199,86.13281,12.0,3059
0.21519351,86.13281,7.0,3060
0.2682626,602.9297,15.0,3061
0.36025086,602.9297,18.0,3062
0.36671576,86.13281,9.0,3063
0.39714217,86.13281,8.0,3064
0.29316887,602.9297,20.0,3065
0.21941005,602.9297,16.0,3066
0.2247524,602.9297,23.0,3067
0.18089706,301.46484,11.0,3068
0.1836994,2713.1836,17.0,3069
0.16648076,301.46484,13.0,3070
0.2288474,301.46484,11.0,3071
0.2946966,301.46484,29.0,3072
0.19430806,129.19922,7.0,3073
0.23015307,258.39844,15.0,3074
0.40960756,258.39844,25.0,3075
0.34394503,215.33203,13.0,3076
0.26984963,301.46484,17.0,3077
0.20297286,559.8633,12.0,3078
0.20902085,86.13281,12.0,3079
0.26541936,301.46484,17.0,3080
0.3438132,301.46484,12.0,3081
0.2789941,689.0625,12.0,3082
0.18470657,1636.5234,29.0,3083
0.13350382,129.19922,11.0,3084
0.2604226,904.39453,12.0,3085
