@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 2nd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.028871521,129.19922,7.0,3761
0.02435547,86.13281,2.0,3762
0.018919308,947.46094,7.0,3763
0.027990784,1248.9258,11.0,3764
0.02844419,559.8633,8.0,3765
0.02091854,129.19922,9.0,3766
0.021764886,559.8633,11.0,3767
0.024996843,129.19922,7.0,3768
0.020475037,1162.793,21.0,3769
0.024181537,1507.3242,27.0,3770
0.02615158,129.19922,4.0,3771
0.016635375,172.26562,5.0,3772
0.02353091,1205.8594,12.0,3773
0.01823601,1248.9258,14.0,3774
0.0229852,602.9297,15.0,3775
0.012487736,732.1289,11.0,3776
0.022200707,1464.2578,14.0,3777
0.02126669,602.9297,19.0,3778
0.01806633,559.8633,8.0,3779
0.011283309,129.19922,6.0,3780
0.01622203,1765.7227,12.0,3781
0.024055295,4306.6406,174.0,3782
0.016121274,4306.6406,28.0,3783
0.013102343,5038.7695,152.0,3784
0.02320968,602.9297,19.0,3785
0.020453205,4349.707,50.0,3786
0.018456442,4651.172,13.0,3787
0.01950241,387.59766,16.0,3788
0.014985368,1593.457,24.0,3789
0.021054678,1162.793,14.0,3790
0.018719617,1205.8594,30.0,3791
0.017939817,1291.9922,13.0,3792
0.013875683,1248.9258,34.0,3793
0.012651313,1033.5938,5.0,3794
0.0093878945,1464.2578,18.0,3795
0.016641667,904.39453,5.0,3796
0.015613569,1248.9258,9.0,3797
0.009562371,645.9961,21.0,3798
0.012093449,1248.9258,12.0,3799
0.011458852,990.52734,11.0,3800
0.011691964,947.46094,6.0,3801
0.014702361,861.3281,7.0,3802
0.0079929065,5857.0312,127.0,3803
0.008823062,129.19922,6.0,3804
0.011479031,1248.9258,15.0,3805
0.014771388,559.8633,13.0,3806
0.012884805,602.9297,17.0,3807
0.0133175235,1248.9258,10.0,3808
0.009002991,904.39453,6.0,3809
0.011095568,172.26562,4.0,3810
0.0104952445,129.19922,3.0,3811
0.009581762,129.19922,5.0,3812
0.00824802,732.1289,14.0,3813
0.007916675,1937.9883,34.0,3814
0.010716357,1248.9258,12.0,3815
0.009662964,1291.9922,13.0,3816
0.004723185,1205.8594,11.0,3817
0.013729968,1248.9258,15.0,3818
0.007227953,689.0625,17.0,3819
0.0055326307,129.19922,10.0,3820
0.0077227824,645.9961,10.0,3821
0.0065643704,1550.3906,11.0,3822
0.008475451,4306.6406,27.0,3823
0.006309096,1248.9258,13.0,3824
0.004194967,990.52734,12.0,3825
0.007693228,559.8633,19.0,3826
0.008692309,4995.703,22.0,3827
0.007352131,1162.793,19.0,3828
0.006141757,5383.301,16.0,3829
0.0064081624,1248.9258,9.0,3830
0.0044566398,6029.297,17.0,3831
0.005687504,1205.8594,19.0,3832
0.0053461357,1291.9922,16.0,3833
0.004160882,904.39453,13.0,3834
0.0045391037,86.13281,2.0,3835
0.004092025,1981.0547,13.0,3836
0.0034792442,559.8633,9.0,3837
0.0047337017,732.1289,12.0,3838
0.0050078924,1248.9258,24.0,3839
0.002845258,1765.7227,20.0,3840
0.0039040307,1507.3242,25.0,3841
0.0038970872,86.13281,2.0,3842
0.0035378635,904.39453,7.0,3843
0.0023304515,5641.699,51.0,3844
0.0017916674,86.13281,2.0,3845
0.002239235,129.19922,7.0,3846
0.003012407,1248.9258,25.0,3847
0.0021632838,1291.9922,9.0,3848
0.0029671255,1248.9258,19.0,3849
0.0019567497,129.19922,5.0,3850
0.001074131,5297.168,13.0,3851
0.0014686538,1593.457,14.0,3852
0.0013712596,904.39453,9.0,3853
0.0011333246,1248.9258,14.0,3854
0.0013938909,1808.7891,17.0,3855
9.903467E-4,1550.3906,13.0,3856
0.0010072833,258.39844,9.0,3857
8.329126E-4,732.1289,9.0,3858
0.0012388272,129.19922,9.0,3859
0.0011415589,1291.9922,15.0,3860
0.001011479,1162.793,12.0,3861
8.0484006E-4,1335.0586,15.0,3862
8.6664886E-4,559.8633,11.0,3863
8.2076574E-4,602.9297,12.0,3864
3.8197826E-4,732.1289,10.0,3865
3.9626012E-4,602.9297,9.0,3866
3.5148658E-4,602.9297,11.0,3867
2.7545972E-4,559.8633,20.0,3868
5.0622714E-4,559.8633,15.0,3869
5.068797E-4,344.53125,5.0,3870
3.5341815E-4,344.53125,7.0,3871
3.894409E-5,1162.793,40.0,3872
4.6981804E-6,215.33203,10.0,3873
