@RELATION 'Music feature'
%rows=3
%columns=3873
%sample_rate=22050
%window_size=512

@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE 'Amplitude, position and width of 3rd spectral peak' NUMERIC
@ATTRIBUTE WindowNumber NUMERIC

@DATA
0.0956835,2627.0508,14.0,2234
0.07574314,2713.1836,10.0,2235
0.12405266,2842.3828,24.0,2236
0.09343573,1679.5898,30.0,2237
0.1024376,430.66406,7.0,2238
0.070961125,1722.6562,25.0,2239
0.08466688,1808.7891,13.0,2240
0.14317214,818.2617,25.0,2241
0.08070681,1679.5898,13.0,2242
0.07165832,3402.246,15.0,2243
0.06726158,1679.5898,20.0,2244
0.067674905,1894.9219,25.0,2245
0.0894884,1894.9219,19.0,2246
0.10619102,1937.9883,19.0,2247
0.08213752,1981.0547,20.0,2248
0.06265156,2024.1211,12.0,2249
0.072362565,818.2617,15.0,2250
0.07459604,818.2617,10.0,2251
0.020767495,5297.168,145.0,2252
0.021523284,5641.699,134.0,2253
NaN,NaN,NaN,2254
0.014929215,6201.5625,156.0,2255
0.05240828,2842.3828,18.0,2256
0.08037588,2670.1172,21.0,2257
0.07206279,1894.9219,21.0,2258
0.078956515,2368.6523,10.0,2259
0.101151004,775.1953,14.0,2260
0.09866921,1808.7891,21.0,2261
0.097548656,2842.3828,10.0,2262
0.120311305,2885.4492,16.0,2263
0.11569189,129.19922,8.0,2264
0.08670649,1851.8555,27.0,2265
0.05670915,2885.4492,12.0,2266
0.059790723,3660.6445,72.0,2267
0.093713194,2885.4492,25.0,2268
0.082850315,2885.4492,33.0,2269
0.10069256,2885.4492,12.0,2270
0.09114579,2713.1836,13.0,2271
0.059556767,2842.3828,14.0,2272
0.13992968,1808.7891,35.0,2273
0.13005464,1851.8555,25.0,2274
0.1304534,1851.8555,13.0,2275
0.109621264,1851.8555,7.0,2276
0.13705899,1808.7891,12.0,2277
0.07590093,2713.1836,205.0,2278
0.050318573,2454.7852,13.0,2279
0.06924856,602.9297,6.0,2280
0.063328266,2325.586,24.0,2281
0.046980403,1937.9883,28.0,2282
0.0546451,2454.7852,37.0,2283
0.06575313,645.9961,9.0,2284
0.05629281,1636.5234,29.0,2285
0.07263864,947.46094,24.0,2286
0.03934947,2756.25,13.0,2287
0.057721905,818.2617,6.0,2288
0.04618178,3229.9805,23.0,2289
0.06986236,602.9297,6.0,2290
0.10574703,43.066406,1.0,2291
0.08468057,430.66406,31.0,2292
0.1411343,387.59766,6.0,2293
0.114694,3746.7773,180.0,2294
0.13406226,2713.1836,30.0,2295
0.16529219,86.13281,3.0,2296
0.1177949,2799.3164,17.0,2297
0.09637673,689.0625,11.0,2298
0.0846033,1033.5938,16.0,2299
0.13160157,86.13281,2.0,2300
0.13636437,3574.5117,24.0,2301
0.046821333,2454.7852,11.0,2302
0.046769023,2713.1836,13.0,2303
0.04088514,602.9297,27.0,2304
0.03743854,9517.676,15.0,2305
0.072717756,1550.3906,6.0,2306
0.09251715,86.13281,2.0,2307
0.15820323,2540.918,14.0,2308
0.10820724,2497.8516,23.0,2309
0.152856,3402.246,30.0,2310
0.11402755,301.46484,14.0,2311
0.14776652,3402.246,8.0,2312
0.11982847,3359.1797,44.0,2313
0.09400765,2153.3203,14.0,2314
0.06975338,2196.3867,28.0,2315
0.08018002,645.9961,5.0,2316
0.05811664,1937.9883,37.0,2317
0.10161447,1378.125,13.0,2318
0.08463366,2110.254,11.0,2319
0.109107316,1119.7266,10.0,2320
0.09101076,2842.3828,10.0,2321
0.11929895,2842.3828,9.0,2322
0.08703356,2756.25,16.0,2323
0.11778403,2756.25,17.0,2324
0.09942047,1076.6602,8.0,2325
0.10014779,2454.7852,9.0,2326
0.1005133,3100.7812,17.0,2327
0.052579638,3100.7812,17.0,2328
0.06389949,2110.254,26.0,2329
0.021115318,1076.6602,19.0,2330
0.037540715,2196.3867,26.0,2331
0.050137438,645.9961,3.0,2332
0.12214873,2067.1875,30.0,2333
0.13929412,3402.246,33.0,2334
0.16273196,1119.7266,13.0,2335
0.13951279,2239.4531,18.0,2336
0.16059706,1851.8555,17.0,2337
0.20709996,1851.8555,17.0,2338
0.1940627,2239.4531,9.0,2339
0.10484715,1162.793,7.0,2340
0.124941915,4091.3086,27.0,2341
0.108055316,1119.7266,12.0,2342
0.08897722,904.39453,10.0,2343
0.034147903,3789.8438,173.0,2344
0.038208544,2928.5156,7.0,2345
0.11830627,3488.379,24.0,2346
0.14540936,344.53125,49.0,2347
0.076985665,2885.4492,17.0,2348
0.096447624,2411.7188,12.0,2349
0.09956797,3832.9102,19.0,2350
0.14546117,2842.3828,21.0,2351
0.13903986,344.53125,26.0,2352
0.09204325,3875.9766,174.0,2353
0.14419882,3875.9766,66.0,2354
0.12730306,3832.9102,179.0,2355
0.15276061,129.19922,3.0,2356
0.10483813,387.59766,4.0,2357
0.1550043,387.59766,5.0,2358
0.09435747,2799.3164,13.0,2359
0.07942502,3832.9102,18.0,2360
0.07658218,732.1289,8.0,2361
0.10994948,2756.25,9.0,2362
0.15200098,2454.7852,19.0,2363
0.106791146,387.59766,39.0,2364
0.1161032,3832.9102,173.0,2365
0.106295094,3488.379,14.0,2366
0.13043381,344.53125,32.0,2367
0.08553663,3875.9766,17.0,2368
0.14696829,2454.7852,10.0,2369
0.1487621,344.53125,12.0,2370
0.1299101,344.53125,6.0,2371
0.108688846,2842.3828,7.0,2372
0.15098996,2411.7188,10.0,2373
0.17125937,344.53125,7.0,2374
0.09824161,3832.9102,174.0,2375
0.103488885,387.59766,6.0,2376
0.1512063,344.53125,13.0,2377
0.098372035,86.13281,2.0,2378
0.15650302,86.13281,2.0,2379
0.124152035,2411.7188,9.0,2380
0.13163881,387.59766,7.0,2381
0.10673361,3445.3125,12.0,2382
0.062404793,2799.3164,11.0,2383
0.06676204,2368.6523,9.0,2384
0.08028909,1076.6602,5.0,2385
0.057390213,2497.8516,18.0,2386
0.11939478,43.066406,1.0,2387
0.1724224,1119.7266,16.0,2388
0.08272071,1119.7266,27.0,2389
0.064081095,3359.1797,32.0,2390
0.07793638,3316.1133,184.0,2391
0.055228528,3574.5117,181.0,2392
0.09367103,1033.5938,27.0,2393
0.16807589,344.53125,3.0,2394
0.09285137,1076.6602,5.0,2395
0.0651889,2454.7852,19.0,2396
0.059488054,2842.3828,11.0,2397
0.11635733,86.13281,3.0,2398
0.13464741,689.0625,11.0,2399
0.059210233,2411.7188,15.0,2400
0.079226084,2411.7188,27.0,2401
0.10773421,2756.25,20.0,2402
0.08625625,344.53125,2.0,2403
0.09437058,3445.3125,20.0,2404
0.10125991,1248.9258,43.0,2405
0.13360354,947.46094,11.0,2406
0.12224204,3445.3125,58.0,2407
0.16511562,947.46094,14.0,2408
0.083777025,559.8633,1.0,2409
0.15073004,86.13281,2.0,2410
0.13828556,947.46094,13.0,2411
0.11065648,3402.246,12.0,2412
0.08818929,3402.246,19.0,2413
0.061369736,3703.711,12.0,2414
0.06746044,2497.8516,36.0,2415
0.11036004,3445.3125,23.0,2416
0.11675398,3402.246,26.0,2417
0.12591878,904.39453,33.0,2418
0.06448086,3445.3125,36.0,2419
0.15084149,3445.3125,23.0,2420
0.14153169,516.7969,8.0,2421
0.061910406,2454.7852,22.0,2422
0.07673502,2110.254,32.0,2423
0.05142857,645.9961,13.0,2424
0.07236903,2411.7188,29.0,2425
0.053374138,2756.25,36.0,2426
0.046636816,2540.918,31.0,2427
0.057853207,3273.0469,25.0,2428
0.064511575,3402.246,21.0,2429
0.119133554,3746.7773,174.0,2430
0.09900841,2971.582,14.0,2431
0.10721226,2971.582,11.0,2432
0.13936782,387.59766,10.0,2433
0.10180513,86.13281,2.0,2434
0.12968485,2239.4531,18.0,2435
0.07588327,2971.582,8.0,2436
0.13627207,2583.9844,25.0,2437
0.049246926,732.1289,9.0,2438
0.04393952,2799.3164,10.0,2439
0.043461736,2540.918,11.0,2440
0.047204718,516.7969,14.0,2441
0.08938921,473.73047,1.0,2442
0.061129574,2454.7852,19.0,2443
0.040929083,2411.7188,37.0,2444
0.10088863,1033.5938,14.0,2445
0.036536057,2842.3828,198.0,2446
0.14606172,559.8633,4.0,2447
0.055656176,2670.1172,39.0,2448
0.06392658,775.1953,7.0,2449
0.060656168,818.2617,39.0,2450
0.041552942,516.7969,9.0,2451
0.035984308,3316.1133,15.0,2452
0.043108687,2540.918,12.0,2453
0.050777905,473.73047,24.0,2454
0.03292438,2583.9844,9.0,2455
0.14389619,301.46484,4.0,2456
0.17318395,301.46484,14.0,2457
0.09352358,1679.5898,34.0,2458
0.08085664,2110.254,15.0,2459
0.101511575,516.7969,28.0,2460
0.10306056,559.8633,29.0,2461
0.100097954,2497.8516,6.0,2462
0.124134086,2497.8516,20.0,2463
0.11029682,3617.5781,13.0,2464
0.116820335,559.8633,9.0,2465
0.111265115,559.8633,7.0,2466
0.08181763,1851.8555,37.0,2467
0.09685382,1937.9883,5.0,2468
0.07431138,559.8633,26.0,2469
0.09115653,3316.1133,14.0,2470
0.082526706,3316.1133,18.0,2471
0.10471863,3316.1133,17.0,2472
0.13205013,3316.1133,9.0,2473
0.09050139,3574.5117,64.0,2474
0.118747726,1937.9883,19.0,2475
0.11204335,3316.1133,12.0,2476
0.079156145,3617.5781,187.0,2477
0.10547387,2540.918,20.0,2478
0.10911072,3617.5781,17.0,2479
0.06776859,2627.0508,17.0,2480
0.051012587,2583.9844,9.0,2481
0.041486673,3703.711,16.0,2482
0.04059551,2454.7852,12.0,2483
0.042976417,2756.25,22.0,2484
0.04757942,1119.7266,14.0,2485
0.055880565,1722.6562,34.0,2486
0.052321624,1765.7227,18.0,2487
0.07617461,473.73047,6.0,2488
0.0439792,2627.0508,20.0,2489
0.07837199,2368.6523,30.0,2490
0.044622548,1076.6602,11.0,2491
0.0590264,473.73047,14.0,2492
0.055551693,3574.5117,181.0,2493
0.048171565,2497.8516,16.0,2494
0.053223833,2497.8516,12.0,2495
0.04885137,2454.7852,22.0,2496
0.08323087,1851.8555,19.0,2497
0.10178341,1894.9219,32.0,2498
0.1216934,1765.7227,16.0,2499
0.11546596,1033.5938,9.0,2500
0.11822987,301.46484,8.0,2501
0.09381644,387.59766,13.0,2502
0.09978143,2067.1875,20.0,2503
0.08247641,2110.254,22.0,2504
0.12571244,2110.254,14.0,2505
0.12133073,2067.1875,17.0,2506
0.076395005,1679.5898,17.0,2507
0.08042103,1894.9219,20.0,2508
0.057263475,430.66406,9.0,2509
0.07075902,86.13281,7.0,2510
0.10237066,430.66406,3.0,2511
0.06290092,3186.914,18.0,2512
0.115799256,1851.8555,12.0,2513
0.06841565,1894.9219,16.0,2514
0.059180077,1851.8555,24.0,2515
0.07870897,2110.254,11.0,2516
0.07397933,473.73047,6.0,2517
0.08526541,86.13281,2.0,2518
0.058643177,516.7969,12.0,2519
0.04368764,2497.8516,9.0,2520
0.042916123,1507.3242,28.0,2521
0.044733804,1464.2578,15.0,2522
0.047046434,516.7969,7.0,2523
0.06391117,2540.918,15.0,2524
0.07558364,2024.1211,14.0,2525
0.17376076,645.9961,11.0,2526
0.1290162,602.9297,8.0,2527
0.0851912,2756.25,21.0,2528
0.08548841,1851.8555,16.0,2529
0.074219026,1851.8555,8.0,2530
0.07125749,1851.8555,11.0,2531
0.08877166,645.9961,4.0,2532
0.14699644,602.9297,7.0,2533
0.08906302,2368.6523,11.0,2534
0.046337552,2842.3828,19.0,2535
0.04708573,3229.9805,12.0,2536
0.06291703,3229.9805,26.0,2537
0.050927747,3832.9102,19.0,2538
0.073747985,775.1953,15.0,2539
0.096526675,3057.7148,22.0,2540
0.08680794,3316.1133,8.0,2541
0.08022501,2454.7852,12.0,2542
0.080039024,3488.379,12.0,2543
0.07210036,3531.4453,13.0,2544
0.098120525,3273.0469,6.0,2545
0.07754923,3273.0469,23.0,2546
0.08078292,3531.4453,14.0,2547
0.040512804,2325.586,23.0,2548
0.039240487,1248.9258,29.0,2549
0.06184292,1248.9258,14.0,2550
0.048785485,473.73047,4.0,2551
0.15829736,129.19922,4.0,2552
0.06771088,732.1289,7.0,2553
0.04916405,990.52734,18.0,2554
0.06652974,1033.5938,18.0,2555
0.09330544,1033.5938,10.0,2556
0.07639602,1033.5938,25.0,2557
0.07642649,1076.6602,80.0,2558
0.05216565,3445.3125,14.0,2559
0.06587509,2497.8516,37.0,2560
0.049546257,3100.7812,5.0,2561
0.04531564,516.7969,5.0,2562
0.05382461,1033.5938,11.0,2563
0.037147585,689.0625,23.0,2564
0.03916305,1033.5938,19.0,2565
0.050035186,2411.7188,41.0,2566
0.09619119,1722.6562,22.0,2567
0.051798653,559.8633,21.0,2568
0.08630485,2325.586,10.0,2569
0.092246674,2325.586,15.0,2570
0.05391915,2454.7852,17.0,2571
0.052988023,1378.125,27.0,2572
0.061280873,1636.5234,17.0,2573
0.09139981,3316.1133,20.0,2574
0.080848716,2497.8516,19.0,2575
0.09743933,3617.5781,179.0,2576
0.09704168,2454.7852,22.0,2577
0.09244606,3574.5117,181.0,2578
0.13775744,2454.7852,22.0,2579
0.09022724,2454.7852,20.0,2580
0.09629925,2454.7852,28.0,2581
0.06287923,1679.5898,34.0,2582
0.12097261,3574.5117,179.0,2583
0.058923945,3445.3125,23.0,2584
0.033804342,2713.1836,23.0,2585
0.039178085,3057.7148,9.0,2586
0.03935726,2411.7188,16.0,2587
0.09013592,2454.7852,16.0,2588
0.08871566,2153.3203,16.0,2589
0.089088336,2110.254,15.0,2590
0.062893644,2583.9844,13.0,2591
0.10070742,2067.1875,27.0,2592
0.1316085,2325.586,12.0,2593
0.08926821,2067.1875,40.0,2594
0.07545797,2368.6523,11.0,2595
0.08698455,645.9961,9.0,2596
0.13355234,645.9961,5.0,2597
0.068577565,2928.5156,25.0,2598
0.11251024,2110.254,13.0,2599
0.14917898,2842.3828,12.0,2600
0.094093,2067.1875,29.0,2601
0.118475676,2885.4492,12.0,2602
0.10628526,2110.254,7.0,2603
0.13973013,2110.254,13.0,2604
0.11705588,645.9961,11.0,2605
0.14400339,86.13281,4.0,2606
0.14720011,86.13281,2.0,2607
0.05148532,2713.1836,25.0,2608
0.070945755,602.9297,35.0,2609
0.069722615,732.1289,9.0,2610
0.053610377,2713.1836,20.0,2611
0.058930885,2411.7188,20.0,2612
0.068653375,2497.8516,25.0,2613
0.05037849,2540.918,23.0,2614
0.046100523,1119.7266,22.0,2615
0.07015229,2411.7188,20.0,2616
0.07315283,2368.6523,12.0,2617
0.0506372,1119.7266,23.0,2618
0.06652095,2670.1172,21.0,2619
0.036624502,8613.281,58.0,2620
0.061364073,2627.0508,27.0,2621
0.058771804,2799.3164,16.0,2622
0.12866558,1679.5898,30.0,2623
0.099268466,1679.5898,34.0,2624
0.0623943,775.1953,15.0,2625
0.068222605,516.7969,6.0,2626
0.049731273,559.8633,26.0,2627
0.09019905,2368.6523,17.0,2628
0.083537415,2368.6523,15.0,2629
0.08343354,2110.254,12.0,2630
0.0882105,3402.246,13.0,2631
0.106070414,3402.246,95.0,2632
0.063317224,3574.5117,14.0,2633
0.078681886,2411.7188,9.0,2634
0.1427302,1937.9883,20.0,2635
0.10085609,1378.125,19.0,2636
0.09425985,1335.0586,23.0,2637
0.10097843,2497.8516,41.0,2638
0.089915335,1076.6602,35.0,2639
0.14570491,1119.7266,37.0,2640
0.15019543,559.8633,11.0,2641
0.08783566,1119.7266,31.0,2642
0.06436005,947.46094,8.0,2643
0.03865014,2239.4531,11.0,2644
0.060458053,3531.4453,184.0,2645
0.06371946,645.9961,13.0,2646
0.060255345,2583.9844,15.0,2647
0.07048459,1119.7266,30.0,2648
0.06645033,775.1953,12.0,2649
0.12939411,2239.4531,31.0,2650
0.1581531,2196.3867,7.0,2651
0.09960197,430.66406,26.0,2652
0.12843454,2411.7188,23.0,2653
0.11066662,3703.711,177.0,2654
0.16505942,3703.711,177.0,2655
0.12791798,1851.8555,28.0,2656
0.152082,3746.7773,183.0,2657
0.11275846,3746.7773,14.0,2658
0.10035178,3746.7773,14.0,2659
0.054970205,3574.5117,26.0,2660
0.07798838,2713.1836,16.0,2661
0.07309598,1981.0547,32.0,2662
0.059309058,3919.043,171.0,2663
0.105506934,818.2617,29.0,2664
0.052928153,2756.25,35.0,2665
0.09228088,516.7969,2.0,2666
0.07569934,516.7969,1.0,2667
0.095034316,516.7969,1.0,2668
0.06419601,3574.5117,179.0,2669
0.08303365,1894.9219,13.0,2670
0.0870222,1636.5234,18.0,2671
0.06022089,818.2617,16.0,2672
0.074237645,344.53125,13.0,2673
0.046463482,2842.3828,20.0,2674
0.06751931,2110.254,10.0,2675
0.07833342,2713.1836,20.0,2676
0.078777276,2799.3164,15.0,2677
0.097262286,2067.1875,13.0,2678
0.07121856,3617.5781,25.0,2679
0.084189706,775.1953,31.0,2680
0.08044511,2799.3164,25.0,2681
0.11829662,2153.3203,23.0,2682
0.09246859,2799.3164,15.0,2683
0.16303921,172.26562,5.0,2684
0.14977594,86.13281,6.0,2685
0.1480323,129.19922,6.0,2686
0.12120829,2497.8516,11.0,2687
0.1453196,129.19922,6.0,2688
0.118446186,172.26562,5.0,2689
0.14785142,645.9961,14.0,2690
0.14381906,559.8633,14.0,2691
0.12616695,645.9961,8.0,2692
0.107828,645.9961,13.0,2693
0.10089453,559.8633,1.0,2694
0.086058006,3531.4453,75.0,2695
0.0923693,2713.1836,15.0,2696
0.08419458,2842.3828,15.0,2697
0.12488681,2454.7852,28.0,2698
0.08812212,2497.8516,12.0,2699
0.116709314,1937.9883,13.0,2700
0.11299633,1894.9219,13.0,2701
0.0801388,732.1289,32.0,2702
0.12704743,2497.8516,14.0,2703
0.10728531,3488.379,27.0,2704
0.06681133,1937.9883,16.0,2705
0.061178733,3617.5781,10.0,2706
0.07037386,2368.6523,10.0,2707
0.045190096,645.9961,31.0,2708
0.057430275,2325.586,38.0,2709
0.051261466,2670.1172,22.0,2710
0.052398376,3143.8477,10.0,2711
0.06557014,2454.7852,29.0,2712
0.050475363,2411.7188,13.0,2713
0.063229926,2411.7188,19.0,2714
0.049308866,1033.5938,10.0,2715
0.049851336,2411.7188,26.0,2716
0.056955617,947.46094,5.0,2717
0.045329742,775.1953,9.0,2718
0.072325505,732.1289,9.0,2719
0.07351444,3273.0469,192.0,2720
0.09526575,818.2617,23.0,2721
0.09758564,775.1953,7.0,2722
0.07939601,1162.793,29.0,2723
0.060623173,645.9961,5.0,2724
0.08643701,1464.2578,6.0,2725
0.0690435,2454.7852,17.0,2726
0.06087584,861.3281,15.0,2727
0.06710253,2756.25,22.0,2728
0.05870638,818.2617,24.0,2729
0.044247817,2756.25,23.0,2730
0.11796758,602.9297,5.0,2731
0.13536379,43.066406,2.0,2732
0.06063872,2196.3867,15.0,2733
0.07670818,2153.3203,22.0,2734
0.09199617,689.0625,4.0,2735
0.08750804,1722.6562,12.0,2736
0.12781826,172.26562,8.0,2737
0.12319787,689.0625,13.0,2738
0.07929478,732.1289,1.0,2739
0.15443102,732.1289,8.0,2740
0.123827994,1722.6562,15.0,2741
0.15876593,689.0625,15.0,2742
0.07679784,732.1289,9.0,2743
0.040498205,1378.125,17.0,2744
0.056325324,1421.1914,33.0,2745
0.14599046,2627.0508,24.0,2746
0.1303488,3746.7773,32.0,2747
0.10658218,3703.711,176.0,2748
0.10505343,3789.8438,177.0,2749
0.13342834,2842.3828,9.0,2750
0.121892855,3746.7773,29.0,2751
0.09778594,3703.711,178.0,2752
0.13025199,2756.25,13.0,2753
0.13046162,3660.6445,179.0,2754
0.08811797,2842.3828,5.0,2755
0.04552722,2411.7188,13.0,2756
0.06359876,2454.7852,37.0,2757
0.055147666,1248.9258,29.0,2758
0.13581875,387.59766,12.0,2759
0.12801936,3186.914,18.0,2760
0.15528308,1033.5938,21.0,2761
0.1435265,1722.6562,13.0,2762
0.15164763,689.0625,9.0,2763
0.1550305,1765.7227,15.0,2764
0.1575159,1033.5938,12.0,2765
0.17121062,344.53125,2.0,2766
0.066408224,2497.8516,26.0,2767
0.07998217,689.0625,9.0,2768
0.03719497,645.9961,3.0,2769
0.023505421,732.1289,3.0,2770
0.03103109,2454.7852,11.0,2771
0.062769756,2454.7852,24.0,2772
0.0976801,129.19922,3.0,2773
0.10171435,387.59766,8.0,2774
0.07337014,602.9297,7.0,2775
0.101144545,387.59766,5.0,2776
0.06420627,4005.1758,16.0,2777
0.08569589,4005.1758,172.0,2778
0.08441642,3316.1133,18.0,2779
0.097823866,2928.5156,9.0,2780
0.08713254,2928.5156,10.0,2781
0.06837626,2368.6523,20.0,2782
0.05871057,1119.7266,16.0,2783
0.0791545,1119.7266,24.0,2784
0.09593759,1119.7266,23.0,2785
0.120084964,3703.711,17.0,2786
0.11700823,2842.3828,23.0,2787
0.09596605,3746.7773,14.0,2788
0.09111701,4005.1758,11.0,2789
0.07864829,3057.7148,6.0,2790
0.11416071,3789.8438,14.0,2791
0.083360374,3488.379,11.0,2792
0.09470115,3832.9102,49.0,2793
0.105093956,3832.9102,85.0,2794
0.08167195,3488.379,14.0,2795
0.12676932,3832.9102,175.0,2796
0.12849048,3832.9102,177.0,2797
0.11863202,2454.7852,12.0,2798
0.13969539,129.19922,8.0,2799
0.13158643,2454.7852,21.0,2800
0.08129846,2454.7852,20.0,2801
0.12412431,2454.7852,19.0,2802
0.11866928,2411.7188,18.0,2803
0.13706483,86.13281,7.0,2804
0.17752904,129.19922,9.0,2805
0.109882325,344.53125,6.0,2806
0.07706858,2411.7188,39.0,2807
0.09681707,3488.379,22.0,2808
0.087794244,2842.3828,6.0,2809
0.12843128,2799.3164,7.0,2810
0.13893989,2454.7852,10.0,2811
0.19796373,86.13281,9.0,2812
0.20538267,2454.7852,8.0,2813
0.13430484,172.26562,17.0,2814
0.102253556,2411.7188,23.0,2815
0.07866192,3488.379,12.0,2816
0.09933192,344.53125,9.0,2817
0.10027959,2799.3164,8.0,2818
0.08309825,2799.3164,7.0,2819
0.104386434,3143.8477,9.0,2820
0.08082356,3143.8477,13.0,2821
0.06426751,3316.1133,13.0,2822
0.057766825,2670.1172,19.0,2823
0.052527357,3746.7773,179.0,2824
0.06251767,2454.7852,12.0,2825
0.06455105,559.8633,21.0,2826
0.11346536,1722.6562,13.0,2827
0.08957773,86.13281,3.0,2828
0.10813505,689.0625,8.0,2829
0.17175932,689.0625,9.0,2830
0.11968537,559.8633,3.0,2831
0.11704311,344.53125,7.0,2832
0.14355256,344.53125,9.0,2833
0.113617785,86.13281,2.0,2834
0.12377143,732.1289,13.0,2835
0.048957057,2583.9844,26.0,2836
0.05231449,1119.7266,14.0,2837
0.046965197,2842.3828,17.0,2838
0.061010968,1119.7266,22.0,2839
0.0802963,2583.9844,12.0,2840
0.113663875,2368.6523,11.0,2841
0.11768554,2239.4531,16.0,2842
0.106928736,602.9297,9.0,2843
0.12629488,947.46094,14.0,2844
0.13180624,904.39453,12.0,2845
0.12481869,602.9297,14.0,2846
0.1444899,947.46094,15.0,2847
0.12057337,3143.8477,22.0,2848
0.15476437,2196.3867,15.0,2849
0.07105222,2885.4492,19.0,2850
0.070313945,2411.7188,12.0,2851
0.13167234,2756.25,21.0,2852
0.05992102,43.066406,1.0,2853
0.06853537,1248.9258,9.0,2854
0.1338528,947.46094,8.0,2855
0.09955873,516.7969,5.0,2856
0.07195329,559.8633,1.0,2857
0.13822041,645.9961,2.0,2858
0.14002515,947.46094,8.0,2859
0.08649029,3746.7773,13.0,2860
0.10629657,3445.3125,30.0,2861
0.06389541,3660.6445,9.0,2862
0.059260003,602.9297,7.0,2863
0.051328085,5167.9688,16.0,2864
0.07115733,4435.84,21.0,2865
0.05905495,5167.9688,18.0,2866
0.05160004,4091.3086,26.0,2867
0.053419,602.9297,8.0,2868
0.060731284,775.1953,11.0,2869
0.08395397,3100.7812,10.0,2870
0.1133406,3359.1797,27.0,2871
0.08840017,3359.1797,10.0,2872
0.13243483,2583.9844,41.0,2873
0.1416919,129.19922,3.0,2874
0.13447055,344.53125,9.0,2875
0.057501834,3273.0469,19.0,2876
0.076570146,3316.1133,122.0,2877
0.06400692,3703.711,183.0,2878
0.15264663,387.59766,9.0,2879
0.0915471,2454.7852,24.0,2880
0.075020775,645.9961,33.0,2881
0.09480988,602.9297,8.0,2882
0.06679213,1033.5938,14.0,2883
0.12233901,2454.7852,15.0,2884
0.095256574,3143.8477,19.0,2885
0.076454654,3445.3125,184.0,2886
0.096029155,2627.0508,17.0,2887
0.10896835,2670.1172,18.0,2888
0.13203266,2670.1172,13.0,2889
0.09756504,2067.1875,32.0,2890
0.05332394,1119.7266,18.0,2891
0.049295787,1119.7266,25.0,2892
0.03745825,516.7969,8.0,2893
0.054828465,2756.25,23.0,2894
0.055662725,473.73047,15.0,2895
0.10577297,602.9297,8.0,2896
0.11365874,2670.1172,14.0,2897
0.13571721,2110.254,16.0,2898
0.11966159,2842.3828,15.0,2899
0.09914905,2368.6523,16.0,2900
0.10205042,3789.8438,45.0,2901
0.13308652,86.13281,4.0,2902
0.09689576,86.13281,4.0,2903
0.14292471,2239.4531,9.0,2904
0.14190692,2239.4531,10.0,2905
0.14374158,2239.4531,15.0,2906
0.1321812,86.13281,2.0,2907
0.1783288,129.19922,3.0,2908
0.11601616,215.33203,5.0,2909
0.090217896,86.13281,5.0,2910
0.13379832,2196.3867,40.0,2911
0.13416317,86.13281,3.0,2912
0.17132838,215.33203,6.0,2913
0.1257154,86.13281,6.0,2914
0.082946666,3875.9766,20.0,2915
0.10745718,215.33203,5.0,2916
0.18523738,559.8633,7.0,2917
0.14369811,172.26562,4.0,2918
0.11327905,2239.4531,10.0,2919
0.11944428,86.13281,2.0,2920
0.08420264,2799.3164,17.0,2921
0.08058149,2842.3828,13.0,2922
0.06765783,559.8633,34.0,2923
0.054600276,2670.1172,12.0,2924
0.0432741,559.8633,5.0,2925
0.074461244,258.39844,2.0,2926
0.055423107,2368.6523,14.0,2927
0.047545668,2239.4531,32.0,2928
0.0534836,1119.7266,32.0,2929
0.06294054,1119.7266,17.0,2930
0.04787235,1550.3906,18.0,2931
0.057293776,2368.6523,30.0,2932
0.040554103,3488.379,11.0,2933
0.054826867,2713.1836,14.0,2934
0.04967472,1033.5938,29.0,2935
0.058568075,2411.7188,11.0,2936
0.11513683,1851.8555,17.0,2937
0.12895611,1033.5938,13.0,2938
0.11918906,387.59766,6.0,2939
0.13293052,2799.3164,44.0,2940
0.08185126,1421.1914,4.0,2941
0.112427525,1636.5234,24.0,2942
0.121386044,1722.6562,16.0,2943
0.11235032,689.0625,9.0,2944
0.103273265,344.53125,12.0,2945
0.16840872,689.0625,3.0,2946
0.15291135,1076.6602,7.0,2947
0.09843869,86.13281,5.0,2948
0.07858426,473.73047,6.0,2949
0.055029996,689.0625,20.0,2950
0.067093536,645.9961,11.0,2951
0.07548165,387.59766,4.0,2952
0.07550377,2497.8516,6.0,2953
0.15590638,2454.7852,19.0,2954
0.10637044,3746.7773,103.0,2955
0.123768225,1851.8555,33.0,2956
0.07804868,2497.8516,9.0,2957
0.07577889,2756.25,66.0,2958
0.086351365,2497.8516,16.0,2959
0.103518255,645.9961,13.0,2960
0.10530643,43.066406,1.0,2961
0.051155385,904.39453,8.0,2962
0.07831733,3445.3125,15.0,2963
0.10202482,645.9961,27.0,2964
0.13839611,301.46484,4.0,2965
0.099769555,3703.711,178.0,2966
0.1041705,3402.246,15.0,2967
0.11127929,2454.7852,15.0,2968
0.10420816,2153.3203,26.0,2969
0.10796763,301.46484,28.0,2970
0.10043229,2196.3867,40.0,2971
0.10526388,86.13281,2.0,2972
0.07516249,3186.914,14.0,2973
0.038182177,2411.7188,9.0,2974
0.04318197,473.73047,19.0,2975
0.04615504,2411.7188,28.0,2976
0.039246008,3703.711,44.0,2977
